Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_10ng_S1-A1_1_12125.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_10ng_S1-B1_1_12126.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_10ng_S1-C1_1_12127.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_10ng_S1-D1_1_12128.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_10ng_S1-E1_1_12129.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_10ng_S1-F1_1_12130.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_10ng_S1-G1_1_12131.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_10ng_S1-H1_1_12135.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_10ng_S1-A5_1_12136.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_10ng_S1-B5_1_12137.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_10ng_S1-C5_1_12138.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_10ng_S1-D5_1_12139.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_10ng_S1-E5_1_12140.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_10ng_S1-F5_1_12141.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_10ng_S1-G5_1_12142.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_10ng_S1-H5_1_12143.d
Q9BQS7	HEPH_HUMAN	HEPH	Hephaestin	4	4	29269.7	32819.8	32348.2	24357	27773.2	25741.2	27414.7	27602.5	20304.7	23365.7	18179.4	23265.8	24280	19483.3	23163	16419.3
Q9BQS8	FYCO1_HUMAN	FYCO1	FYVE and coiled-coil domain-containing protein 1	9	9	23972	25606.8	25205.4	25389.1	23871	29559.4	24477.9	31117.6	25440.8	23612.5	24061.2	24001.8	28967.4	25884.5	27565.1	23944.1
Q9BQT8	ODC_HUMAN	SLC25A21	Mitochondrial 2-oxodicarboxylate carrier	7	7	39403.8	35895.7	35670.9	34567.5	36907.9	36158.2	33276.7	31612.8	34806.1	32807.4	32826.7	34229.2	31854.5	37444.8	32778	31410
Q9BQY4	RHXF2_HUMAN	RHOXF2	Rhox homeobox family member 2	5	1	64327.8	56116.2	61249.1	72925.9	53969.1	63113.5	74567.6	53767.3	58428.9	63602.2	81035.1	79914.1	56841.1	73607.4	70866.4	69964.7
Q9BR61	ACBD6_HUMAN	ACBD6	Acyl-CoA-binding domain-containing protein 6	9	9	76121.7	71630.5	65999.3	67973.5	73611.7	72726	66445.8	71409	71052.6	75971.2	74223.7	73224.3	73674.1	72832.8	69638.9	79963.8
Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B	14	14	159615	156484	155408	154282	155234	154305	152627	158984	151572	153597	147653	151500	154123	152303	158380	155012
Q9BR77	CCD77_HUMAN	CCDC77	Coiled-coil domain-containing protein 77	3	3	11166.4	12618.3	13417	10359.8	13260.6	13113.1	10979	15387.9	14793.2	14470.4	15640.5	14890.4	14960.4	14068.8	15236.6	16669.3
Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	7	7	421280	386421	394726	407598	397210	425198	392455	385311	476755	473646	458976	460611	462994	442518	448140	458471
Q9BRD0	BUD13_HUMAN	BUD13	BUD13 homolog	12	12	38575.5	36867.5	38327	38776.9	35048.8	37341.6	38730.3	37388.7	37616.8	34955.4	37744.5	35590.6	36419.4	40910	37368.2	37710.5
Q9BRF8	CPPED_HUMAN	CPPED1	Serine/threonine-protein phosphatase CPPED1	6	6	24544	26418.8	25903.5	26947.7	26278.8	25867.1	23809.4	24373.8	23417.2	23330.8	23829.1	25675.2	25977.6	23438.5	25576.9	24159.3
Q9BRG1	VPS25_HUMAN	VPS25	Vacuolar protein-sorting-associated protein 25	7	7	37460.5	29123.7	31229.3	34184.8	32629.8	31418.1	30727	32444.4	32773.3	35325.8	30430	33029.3	33423.6	33306.7	30381.9	31462.6
Q9BRJ2	RM45_HUMAN	MRPL45	Large ribosomal subunit protein mL45	8	8	42463.5	40633	36985.6	42793.4	40665.7	44060.8	43855.9	39238.2	43511.2	38887.3	42310.5	50730.8	39880.1	44992.8	45303.6	40997.4
Q9BRJ6	CHOLN_HUMAN	CHLSN	Protein cholesin	4	4	17503.3	17291.3	19747.6	18022.3	21875.4	19581.2	18930.4	17840.4	17238.5	16600.5	16163.9	15460.4	16857.9	19358.8	17164.2	17276.7
Q9BRJ7	TIRR_HUMAN	NUDT16L1	Tudor-interacting repair regulator protein	3	3	16807.4	23427.7	20416.1	21263	18715.4	19691.4	19913	20734.9	22517.2	19549	19667.8	19656.2	18002.2	21358.2	23074.5	19089.1
Q9BRK4	LZTS2_HUMAN	LZTS2	Leucine zipper putative tumor suppressor 2	1	1	3115.36	3659.78	3306.73	4849.3	6109.34	5386.63	3550.87	4475.23	5433.35	5998.49	3728.49		4606.35	6511.89	8060.71	3856.7
Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein	13	13	49048.3	49759.8	54025.6	52289.7	52998.3	53617.7	55884.9	55148.7	52572.7	51853.3	50025.8	52400.8	54245.9	52829.1	52042.2	52736.3
Q9BRL6	SRSF8_HUMAN	SRSF8	Serine/arginine-rich splicing factor 8	3	3	17945.2	22690.3	20987.1	23323.4	18619.3	23398.9	31039	22886.4	16782.9	19748.1	16214	19764.1	18055.6	17972.5	19693.9	19832.1
Q9BRP1	PDD2L_HUMAN	PDCD2L	uS5 assembly chaperone PDCD2L	9	9	29108.6	30701.9	30806.9	29428.5	27759.7	30363.6	31196.7	28254	26187.5	29465.5	28181.9	30048.1	28672.1	27787.5	32057.7	29086.7
Q9BRP4	PAAF1_HUMAN	PAAF1	Proteasomal ATPase-associated factor 1	12	12	37295	40629.4	38288.5	44420.7	39886.5	36927.6	39998.2	40637.3	44638.2	42350.3	41011.1	39118.6	36970.9	41637.6	41899.5	43988.3
Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago	7	7	60660.8	75565.5	68531	65744	67628.9	70198.1	69578.7	73882.4	66399.5	65621	56074.1	61903.2	63381.7	66443.1	65826	61575.2
Q9BRQ3	NUD22_HUMAN	NUDT22	Uridine diphosphate glucose pyrophosphatase NUDT22	1	1	20617.5	9956.2	15434.7	24228.5	13463.5	17047.9	17549	15331.5	12909.9	16769.9		14246.8	17856.8	16394.7	16060.8	15778.4
Q9BRQ8	FSP1_HUMAN	AIFM2	Ferroptosis suppressor protein 1	3	3	31797.5	29698.3	28793.4	27792.5	27466.5	33285.2	29890.6	35958.4	27300	31405	31713.7	28116.4	28964.2	34096.6	33317.8	29611.1
Q9BRR6	ADPGK_HUMAN	ADPGK	ADP-dependent glucokinase	2	2	4002.15	6107.23	5297.53	6876.69	5564.19	4827.51	5791.13	5628.45	6695.89	7012.23	5867.75	7994.73	6587.94	5410.69	6426.6	6404.31
Q9BRR8	GPTC1_HUMAN	GPATCH1	G patch domain-containing protein 1	15	15	22658	26661.8	25617.1	23235.6	24760.4	27790.4	25619.6	27011.7	28076.8	25707.5	26295.3	26409.3	25736.8	28992.4	28081.2	29504.7
Q9BRS2	RIOK1_HUMAN	RIOK1	Serine/threonine-protein kinase RIO1	15	14	66142.7	68576.4	69854.4	66033.6	66827.1	73862.3	66300.4	68717.2	67913.3	64996.4	69864.8	65956.2	69784.8	66747.3	67537.3	69283.7
Q9BRT2	UQCC2_HUMAN	UQCC2	Ubiquinol-cytochrome c reductase complex assembly factor 2	4	4	23211.4	29765.7	29096.9	27880.1	29434.1	28818.5	33150.8	30689	27400.1	26796.4	26068.8	28306.7	28948.4	27899.4	28924.9	30059.1
Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1	3	3	70704.4	70800.3	62153.4	65203.8	67810.6	65136.8	61009.2	64218.6	68330.6	68282	62555.7	63255.4	64709.9	60437.3	66075.1	63501.3
Q9BRT6	LLPH_HUMAN	LLPH	Protein LLP homolog	4	4	94051.9	89219.6	91273.1	94117.4	85633.6	87092.2	96826.4	86134.1	89708.2	92572.2	100533	96312.6	91312.9	96877.1	96227.3	89937.2
Q9BRT9	SLD5_HUMAN	GINS4	DNA replication complex GINS protein SLD5	11	11	35588.8	39791.4	36653.9	36079.6	37047.5	36823.6	36317.6	35769.9	37308.2	37992.2	38206.5	38196.7	40021	38968.5	38120.1	38049.5
Q9BRU9	UTP23_HUMAN	UTP23	rRNA-processing protein UTP23 homolog	3	3	22860.6	25129.5	25700.5	20060.7	20859.1	19143.9	20933.3	20991.1	19004.2	22116.6	20269.7	21227.4	21687.5	19987.4	19927.2	23181.6
Q9BRV8	SIKE1_HUMAN	SIKE1	Suppressor of IKBKE 1	7	7	28661	30944.3	30210.2	27688.7	28951.4	30799.7	28832.6	29588.9	24751.3	26508.9	27694.6	33108	26446.3	31543.1	33303.3	30005.5
Q9BRX2	PELO_HUMAN	PELO	Protein pelota homolog	14	14	93449.8	89489.9	91369.4	84563.8	90202.5	83549	94870.8	85496.8	88858.3	87214.4	91545.5	91736.4	94674	87614.2	84779	87068.4
Q9BRX5	PSF3_HUMAN	GINS3	DNA replication complex GINS protein PSF3	10	10	277148	245684	233061	249605	234807	234615	256021	242265	237683	245763	247671	258791	250688	241419	237310	239938
Q9BRX9	WDR83_HUMAN	WDR83	WD repeat domain-containing protein 83	4	4	22195.3	14575.8	15433.3	15554.7	14865.2	21087.5	13739.6	11850.9	12027	12336.2	15021.9	13480.9	11707.6	13945.8	8919.24	13578.4
Q9BRZ2	TRI56_HUMAN	TRIM56	E3 ubiquitin-protein ligase TRIM56	15	15	57063.1	58837.6	60125.6	61841.2	63278.4	65142.1	57112.1	63727.7	58653.7	57231	55123.8	58430.3	56804.9	60663.5	57870.5	62418.9
Q9BS16	CENPK_HUMAN	CENPK	Centromere protein K	4	4	13829.8	18843	17390.4	18226.7	19118.7	18013.6	15742.1	17706	19839.5	16253.4	20890.7	21420	20541.2	21410	20801.9	22843.1
Q9BS18	APC13_HUMAN	ANAPC13	Anaphase-promoting complex subunit 13	1	1	16223.8	7577.53	5921.57	13132.5	6987.64	8619.79	10096.5	9681.37	8843.48	10929.8	13089	16349.1	11541.8	10451	12443.8	8527.38
Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44	18	18	120348	125100	119959	121242	121380	114309	119867	111367	116662	120837	115789	116968	120892	120268	114709	117938
Q9BSB4	ATGA1_HUMAN	ATG101	Autophagy-related protein 101	2	2				2967.27			5857.46	3248.44	5413.23	3461.49	3759.39	3471.66	3778.65		3961.75	3503.32
Q9BSC4	NOL10_HUMAN	NOL10	Nucleolar protein 10	18	18	74866.4	77435.4	73892.8	75432.9	74381.7	72195.5	72818.5	70723.9	78857.1	76619.6	78734.1	77270.5	76790.7	75360.9	76276.7	72889.8
Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase	6	6	78983.8	78234.4	75789.4	74911.4	84422.5	86170.3	82883.1	77272	76512.4	81851.5	77779.8	79939.7	82049.4	81204.7	82572.4	84350.9
Q9BSF0	SMAKA_HUMAN	AKAP19	A-kinase anchoring protein 19	2	2	12665	13276.8	15851.4	14020.6	12190	16485.3	14200.6	13910.8	16462.6	15961.7	11953	14302.2	12767.7	12425.9	13737.6	15838.9
Q9BSF4	TIM29_HUMAN	TIMM29	Mitochondrial import inner membrane translocase subunit Tim29	3	3	12681	10791	11644.6	11576.7	13327	10753.8	13622.5	11904.8	11178.4	11895.7	12117.2	11402.4	11563.9	14692.7	11862.6	11511.1
Q9BSG0	PADC1_HUMAN	PRADC1	Protease-associated domain-containing protein 1	1	1	2566.02	3547.47	1786.67	1890.98	2599.39	2707.68	3069.31	2487.89	2069.44	1798.15	2367.96	2761.01	3690.42	2328.59	1355.39	2506.23
Q9BSH4	TACO1_HUMAN	TACO1	Translational activator of cytochrome c oxidase 1	7	7	24537	22320.4	24713.8	22209.9	24080.4	21291.1	23074.5	23040.2	22123.9	22173.9	21857	22302.4	21493.5	22346.3	20900.9	21973.8
Q9BSH5	HDHD3_HUMAN	HDHD3	Haloacid dehalogenase-like hydrolase domain-containing protein 3	3	3		5440.27	4226.23	5420.71	6123.17	6281.88	5911.14	5746.19	5575.8	4302.75	5866.07	5325.37	4270.98	5814.23	4212.58	5231.99
Q9BSJ2	GCP2_HUMAN	TUBGCP2	Gamma-tubulin complex component 2	13	13	55429	61935.5	60532.9	56151.7	54975.1	62199.1	63908.2	60653.1	57026.8	56895.6	53751.5	54391	60700.2	58649.8	60378.1	58819.1
Q9BSJ5	CQ080_HUMAN	MTNAP1	Mitochondrial nucleoid-associated protein 1	5	5	22045.9	27145.9	26933.4	19373.1	23782.4	27036.9	21583.4	22909.8	27699.3	23725	18901.5	22311.4	24147.9	21070	21166.8	24563.8
Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	30	30	95780	92999.2	95646	97862.9	97217.1	94900.8	96168.7	93012.5	97587.7	96371.4	101673	102702	95812.7	97639.5	97589.1	94802.9
Q9BSK2	S2533_HUMAN	SLC25A33	Solute carrier family 25 member 33	2	1	13314.7	12241.8	6088.95	10677.7			8299.99			11852.1	11934.7	13805.8		8989.2		10948
Q9BSL1	UBAC1_HUMAN	UBAC1	Ubiquitin-associated domain-containing protein 1	21	21	194028	195809	194166	195728	206224	201542	202965	201329	200874	203168	202448	207988	205597	209826	204512	211457
Q9BSM1	PCGF1_HUMAN	PCGF1	Polycomb group RING finger protein 1	5	5	26289.4	24877.1	27985.1	21791.8	24528.6	23826	23638.6	23439.6	25923.3	21782.9	21715.1	20667.1	26730.7	22220.4	26963	25132.8
Q9BSR8	YIPF4_HUMAN	YIPF4	Protein YIPF4	2	2	93059.5	84846.6	68088.8	82215.4	78616.4	84603.4	75907.2	72262.9	76485.6	80672.8	60133.8	80552.9	73444.7	73107.9	68884.3	80075.4
Q9BSU3	NAA11_HUMAN	NAA11	N-alpha-acetyltransferase 11	5	5	11427.9	12272.6	13103.2	15892.8	14358.2	12481.4	13336.3	11270.2	12718	12541.3	16426.5	14805.5	17225.7	16547.5	15989.1	17245.2
Q9BSV6	SEN34_HUMAN	TSEN34	tRNA-splicing endonuclease subunit Sen34	5	5	124934	126476	104303	121205	102814	123968	118769	114712	111720	115391	127687	128445	124705	115440	112691	119831
Q9BSW2	EFC4B_HUMAN	CRACR2A	EF-hand calcium-binding domain-containing protein 4B	2	2	2798.69	2403.09	3458.04	2178.68	2214.27	3264.43	2415.48	3425.31	1847.56	2289.25	2698.23	3287.05	2719.88	3106.75	3053.94	3041.44
Q9BSY4	CHCH5_HUMAN	CHCHD5	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5	3	3	25346.2	24613.5	27967.5	28826.3	29017.3	26401.3	29350.2	27851	26731.2	29119	28619	30033.6	26747.7	28460.1	30212.9	27412.9
Q9BSY9	DESI2_HUMAN	DESI2	Deubiquitinase DESI2	2	2		3693.82	3045.49	5345.13		2885.26	3328.32	3583.08		5240.43	5673.53	4108.08	5334.14	4513.01	3981.4	8214.88
Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3	2	2	24129.7	19217.1	20364.4	18495.3	20968.5	17927.2	18913.9	14814.1	15882.2	14610.5	13730.5	15534.5	16736.6	17536.7	17696.3	16064.6
Q9BT22	ALG1_HUMAN	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	1	1	14809	14788.7	10604.5	9617.64	13699.3	8862.66	12311.7	12299.8	9405.78	5352.32	7185.8	7383.45	7624.41	8595.59	6502.87	7571.43
Q9BT25	HAUS8_HUMAN	HAUS8	HAUS augmin-like complex subunit 8	4	4	50124.1	44090.5	47699	55393.2	55240	44156.3	50293.7	44933	49754.1	54918.4	58726.2	59901.1	49255.9	52826.4	59549.2	49350.2
Q9BT40	INP5K_HUMAN	INPP5K	Inositol polyphosphate 5-phosphatase K	1	1	3793.37	4563.91	4891.29	4560.48	2854.64		5976.73	4589.84	2866.65	4298.52	3757.01	3953.13	4460.02	3640.45	4332.15	2816.13
Q9BT73	PSMG3_HUMAN	PSMG3	Proteasome assembly chaperone 3	5	5	53104.4	61567.5	63492.2	57754.2	60333.1	64723.8	61972.9	64315.4	54696	57480	56788	58784.2	58227.7	60365.3	56927.9	62674.2
Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4	24	24	162704	159364	164738	177384	166671	166954	168581	157069	171414	175355	181024	181665	171616	172817	179422	178094
Q9BTA9	WAC_HUMAN	WAC	WW domain-containing adapter protein with coiled-coil	12	12	31714.6	32674.3	28657.3	33801.4	33380	33318.1	31615.7	35477.1	34747.9	35540.9	35226.4	36523.7	35372	33529.4	35730.8	36069.3
Q9BTC0	DIDO1_HUMAN	DIDO1	Death-inducer obliterator 1	24	24	31339.4	33895	33923.9	32310.7	33820.7	33538.9	31898	35421.3	35711	34914.9	35610.7	36049.5	34234.4	35550.5	32482.2	33555.9
Q9BTC8	MTA3_HUMAN	MTA3	Metastasis-associated protein MTA3	2	2	11944.9	11754.7	11514.3	14663.3	17006.3	13472.5	14444.3	12870	13386.6	11858	12958.4	15994.8	18300.2	13773.2	14025.5	17405.5
Q9BTD8	RBM42_HUMAN	RBM42	RNA-binding protein 42	6	6	51799.9	53396.2	54176.9	56432.8	58271.1	55884.3	56170.1	59506.7	52866.5	52383.7	53158.9	55174	53856.3	55880.4	49513.4	52942.4
Q9BTE1	DCTN5_HUMAN	DCTN5	Dynactin subunit 5	4	4	64205.8	60114	58431.9	53689.1	66107.8	59641.7	53297.1	66163.3	63238	62785.5	58052.9	62993.9	61501.7	62480.8	63867.1	67391.3
Q9BTE3	MCMBP_HUMAN	MCMBP	Mini-chromosome maintenance complex-binding protein	17	17	33774.1	32901.3	35111	35008.8	34918.2	32465.4	32192	32426.7	30473.2	31375.3	32554.4	31915.9	31002.1	31258.7	30316.3	31756.7
Q9BTE6	AASD1_HUMAN	AARSD1	Alanyl-tRNA editing protein Aarsd1	12	12	57482.6	55699.6	64308	59105.3	59290.5	57780.6	63620.3	63987.2	62536.9	50625.1	63612	59334.3	60106.9	59400.3	61226.3	59805.1
Q9BTE7	DCNL5_HUMAN	DCUN1D5	DCN1-like protein 5	9	8	55827.1	55323.2	56554.4	59674.9	56004.5	62606.3	61676.8	67985.4	64084.8	60364.6	63029.9	61162.1	64195	63814	64808.4	65764.3
Q9BTK6	PAGR1_HUMAN	PAGR1	PAXIP1-associated glutamate-rich protein 1	2	2	28423.9	28073.4	25909.5	28846.2	28452.4	26217.4	27683.5	29152.7	27855.7	28154.8	28857.2	28212.9	28538.6	24793.4	31013.8	25420.2
Q9BTL3	RAMAC_HUMAN	RAMAC	RNA guanine-N7 methyltransferase activating subunit	8	2	35433.4	33021.3	35195.9	36771.6	34246.8	32385.3	37719	34505.3	35429	35162.4	36780.2	38273.3	36234.1	35766.9	36594.4	38453.1
Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	7	7	274621	324747	329831	301947	323145	341743	309966	339962	272605	261013	283014	273244	281162	276868	288910	292851
Q9BTT4	MED10_HUMAN	MED10	Mediator of RNA polymerase II transcription subunit 10	3	3	36125.7	33954.6	28195.4	30872.2	33337.5	31577.2	33686.8	29820.5	32965.2	31224.6	29651.5	31311.1	33216.1	32279.9	29532.6	31628.6
Q9BTU6	P4K2A_HUMAN	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	9	9	22205.5	24054.5	25447.3	19713	21861.6	20476.3	21710.1	25549	24371.1	23386.3	23015.2	20436	22729	22238.6	19831.4	22026.5
Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43	3	3	12796.8	16235	14247.1	14658.4	17349.1	13883.8	14480.4	15298.8	13009.7	14431.1	12592.1	13618.6	13947.2	11015.1	13835.4	11809
Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D	14	14	38142.8	41072.8	38478.8	45008.3	44026	44621.4	43936.6	42734.5	41443.9	41193.6	44999.6	40899.6	40911.1	43473.3	40344.3	38526.8
Q9BTX1	NDC1_HUMAN	NDC1	Nucleoporin NDC1	3	3	19352	27275.9	25823.5	26820.4	20145.9	24913.1	21214.2	23328.3	31683.4	31738.5	31917.6	24877.3	36960.3	27317.5	25395.3	32733
Q9BTY2	FUCO2_HUMAN	FUCA2	Plasma alpha-L-fucosidase	3	3	9098.63	11243.8	9328.83	5434.98	6915.79	7918.54	9021.55	8128.87	10196.4	9530.75	6817.4	8115.3	7445	8503.77	9543.29	7484.53
Q9BTY7	HGH1_HUMAN	HGH1	Co-chaperone protein HGH1 homolog	12	12	114676	109392	104821	108497	101482	112554	106201	107588	107848	102441	99018.2	98828.1	101375	107234	106054	107587
Q9BTZ2	DHRS4_HUMAN	DHRS4	Dehydrogenase/reductase SDR family member 4	7	3	22059.8	22996.5	23327	26362.1	22795.3	20318.4	21635.9	22658.9	22802.3	23460.1	23698.1	26277.7	21242.1	24941.4	24409.5	24214.2
Q9BU02	THTPA_HUMAN	THTPA	Thiamine-triphosphatase	2	2	19665.6	22410.5	20124.1	20753.4		23073.3		32336.4	22658.7	23617.6	19161.8	29673.1	28292.2	23504.1	27614	22950.3
Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	2	2	48895.2	43215.8	46700.4	51570.3	50244.2	57064.4	45807.2	45420	51557.4	46713.9	41843.5	52083.6	56903.3	47066.5	54628.7	46989
Q9BU76	MMTA2_HUMAN	MMTAG2	Multiple myeloma tumor-associated protein 2	8	8	85361.2	92596	92058	92499.9	90059.3	99861.2	91795.2	88920.7	83792.4	92391.4	88259.5	90711.9	88912.4	88109.9	92119.7	90877.2
Q9BU89	DOHH_HUMAN	DOHH	Deoxyhypusine hydroxylase	10	10	35399.9	37776.2	39911.6	40223.4	39560.7	37471.4	38897.7	42279.6	40431.3	41302.6	39602.3	45548.8	41849.2	41210.7	40324.3	38862.4
Q9BUB5	MKNK1_HUMAN	MKNK1	MAP kinase-interacting serine/threonine-protein kinase 1	7	7	28989	33934.6	30639.3	26835	29516	32831.4	26440.1	31643.2	32298.2	29980.2	26265.1	29588.4	28447	26953.2	29063.4	29476.2
Q9BUB7	TMM70_HUMAN	TMEM70	Transmembrane protein 70, mitochondrial	6	6	44756.5	42772.6	49726.8	48983	42344.6	47573.5	48872.5	50215.6	59038.2	51434.6	62436.8	59056.4	52933.9	54517.9	57296.9	59913.5
Q9BUE0	MED18_HUMAN	MED18	Mediator of RNA polymerase II transcription subunit 18	5	5	45719.7	46443.3	52091.5	49366.4	47344.5	50782.4	55589.3	51507	59873.4	58723.5	51984.6	53694	54574.4	51907.3	56500.9	57555.8
Q9BUE6	ISCA1_HUMAN	ISCA1	Iron-sulfur cluster assembly 1 homolog, mitochondrial	5	5	8653.79	8671.49	8562.9	8077.55	8395.66	10748.7	8720.9	8084.7	8583.85	7219.08	8992.38	10661.4	7586.45	7524.94	8547.38	8147.27
Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	27	10	3.75561e+06	3.10672e+06	3.15131e+06	3.70865e+06	3.20375e+06	3.23813e+06	3.82032e+06	3.07318e+06	4.03282e+06	3.93908e+06	4.40017e+06	4.31413e+06	3.96563e+06	3.91944e+06	4.04575e+06	4.00318e+06
Q9BUH6	PAXX_HUMAN	PAXX	Protein PAXX	8	8	45037.4	47472.4	45898.5	44662.1	44925.3	44409.5	44322.4	43224.2	46187.3	48863.9	46424.4	47192.5	48075.1	45279.6	47187	44481.1
Q9BUI4	RPC3_HUMAN	POLR3C	DNA-directed RNA polymerase III subunit RPC3	4	4	20032.4	20181.1	20537.7	19948.4	17423	17904.4	20757.7	17204.5	18647	19094.9	20501	18558.7	21002.8	21890	20379.8	18743.9
Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	23	23	163527	161314	160373	163575	159679	163815	166298	163509	166042	162226	162014	169776	165770	168354	163055	166128
Q9BUK0	CHCH7_HUMAN	CHCHD7	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	1	1	2225.41	2873.69	1745.79	3662.91	1391.3	1708.57	2278.26	1564.88	2457.76	1848.62	2144.52	1857.76	2610.91	1980.2	2135.44	
Q9BUK6	MSTO1_HUMAN	MSTO1	Protein misato homolog 1	6	6	12773.6	16512.3	16196.2	14990.4	18073.5	15534.8	17710.6	13775.9	17946.9	16313.6	12691	15796	15620.1	16307.3	15402.1	16921.3
Q9BUL5	PHF23_HUMAN	PHF23	PHD finger protein 23	3	3	28612.9	35299.1	37893.5	34156.6	33905.9	36770	36500.1	46105.4	38231	32455	31997.2	33706.4	37804.7	33223.5	35980.4	37748
Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	9	9	131690	141677	130375	141498	131400	137119	136019	125088	141183	148108	143778	141777	150919	147613	147827	145199
Q9BUL9	RPP25_HUMAN	RPP25	Ribonuclease P protein subunit p25	3	3	16424.3	21703.9	20430.6	19177.4	19976.7	22303	17758	23654.8	16631.6	19179.4	18780	16567.2	16336.5	19170	19209.3	22543.7
Q9BUN5	CC28B_HUMAN	CCDC28B	Coiled-coil domain-containing protein 28B	2	2	12780.9	12313.9	14851.2	12424.3	13665.3	14182.7	16432.3	13332.5	14588.8	13138.1	9389.52	11784.4	12988.2	14187.4	13839.7	12663.5
Q9BUP3	HTAI2_HUMAN	HTATIP2	Protein HTATIP2	9	9	67581.2	70231	72007.3	66984.9	67930.2	71223.4	68610.8	71734.7	67116.6	64611.4	65681.7	62113.9	66807.5	67398.9	65564.5	66712.4
Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23	29	29	168263	161618	160506	161729	163129	162390	164133	157067	158987	163910	162082	162459	161269	161896	155181	159973
Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26	3	3	72764.6	75160	72765.9	67793.3	77025.7	73907.9	73056.8	81485.2	66557.3	67384.2	71966.5	69375.3	67458.3	67984.1	68930.4	67518.7
Q9BUT1	DHRS6_HUMAN	BDH2	Dehydrogenase/reductase SDR family member 6	3	3	9172.15	13542.4	15171.4	13798.4	13482.5	13335.4	10336.2	11511.2	9774.03	8711.4	10704.3	10828.6	12069.7	10010.5	10478.8	13525.6
Q9BUT9	MCRI2_HUMAN	MCRIP2	MAPK regulated corepressor interacting protein 2	1	1	18233.6	23027	16643.1	19309.7	22652.5	12670	21058.7	20762.2	16253.7	23551.9	16630.2	19717.7	16980.7	16712.3	17189.1	18700.4
