Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A10_1 Spectral Count	A10_2 Spectral Count	A10_3 Spectral Count	A10_4 Spectral Count	A10_5 Spectral Count	A10_6 Spectral Count	A10_7 Spectral Count	A10_8 Spectral Count	B10_1 Spectral Count	B10_2 Spectral Count	B10_3 Spectral Count	B10_4 Spectral Count	B10_5 Spectral Count	B10_6 Spectral Count	B10_7 Spectral Count	B10_8 Spectral Count	A10_1 Unique Spectral Count	A10_2 Unique Spectral Count	A10_3 Unique Spectral Count	A10_4 Unique Spectral Count	A10_5 Unique Spectral Count	A10_6 Unique Spectral Count	A10_7 Unique Spectral Count	A10_8 Unique Spectral Count	B10_1 Unique Spectral Count	B10_2 Unique Spectral Count	B10_3 Unique Spectral Count	B10_4 Unique Spectral Count	B10_5 Unique Spectral Count	B10_6 Unique Spectral Count	B10_7 Unique Spectral Count	B10_8 Unique Spectral Count	A10_1 Total Spectral Count	A10_2 Total Spectral Count	A10_3 Total Spectral Count	A10_4 Total Spectral Count	A10_5 Total Spectral Count	A10_6 Total Spectral Count	A10_7 Total Spectral Count	A10_8 Total Spectral Count	B10_1 Total Spectral Count	B10_2 Total Spectral Count	B10_3 Total Spectral Count	B10_4 Total Spectral Count	B10_5 Total Spectral Count	B10_6 Total Spectral Count	B10_7 Total Spectral Count	B10_8 Total Spectral Count	A10_1 Intensity	A10_2 Intensity	A10_3 Intensity	A10_4 Intensity	A10_5 Intensity	A10_6 Intensity	A10_7 Intensity	A10_8 Intensity	B10_1 Intensity	B10_2 Intensity	B10_3 Intensity	B10_4 Intensity	B10_5 Intensity	B10_6 Intensity	B10_7 Intensity	B10_8 Intensity	A10_1 MaxLFQ Intensity	A10_2 MaxLFQ Intensity	A10_3 MaxLFQ Intensity	A10_4 MaxLFQ Intensity	A10_5 MaxLFQ Intensity	A10_6 MaxLFQ Intensity	A10_7 MaxLFQ Intensity	A10_8 MaxLFQ Intensity	B10_1 MaxLFQ Intensity	B10_2 MaxLFQ Intensity	B10_3 MaxLFQ Intensity	B10_4 MaxLFQ Intensity	B10_5 MaxLFQ Intensity	B10_6 MaxLFQ Intensity	B10_7 MaxLFQ Intensity	B10_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9Y3E5|PTH2_HUMAN	Q9Y3E5	PTH2_HUMAN	PTRH2	179	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-tRNA hydrolase 2, mitochondrial	1.0	0.999	6	124	124	124	4	7	8	10	8	9	5	7	6	10	8	9	9	8	7	9	4	7	8	10	8	9	5	7	6	10	8	9	9	8	7	9	4	7	8	10	8	9	5	7	6	10	8	9	9	8	7	9	76086.09	67446.625	89546.94	95121.83	90451.91	92065.61	95703.26	92462.85	94191.664	101253.15	94545.16	102995.32	99277.52	95921.59	94844.664	98747.84	22940.8	33479.773	33462.055	34853.94	34229.004	34040.594	34559.75	34137.438	33316.457	36794.0	34879.027	37590.902	35889.777	35208.4	34390.246	35656.906	
sp|Q9Y3E7|CHMP3_HUMAN	Q9Y3E7	CHMP3_HUMAN	CHMP3	222	Homo sapiens	1:Experimental evidence at protein level	Charged multivesicular body protein 3	0.9949	0.9987	2	4	4	4	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0.0	13366.632	0.0	0.0	0.0	0.0	0.0	0.0	12540.014	12415.438	14667.583	13420.449	13107.785	27250.92	0.0	0.0	0.0	13952.081	0.0	0.0	0.0	0.0	0.0	0.0	10760.054	12959.226	15310.013	14008.256	13681.896	12833.27	0.0	0.0	
sp|Q9Y3F4|STRAP_HUMAN	Q9Y3F4	STRAP_HUMAN	STRAP	350	Homo sapiens	1:Experimental evidence at protein level	Serine-threonine kinase receptor-associated protein	1.0	0.999	19	377	377	377	20	20	24	24	19	21	24	20	23	25	27	30	24	26	25	25	20	20	24	24	19	21	24	20	23	25	27	30	24	26	25	25	20	20	24	24	19	21	24	20	23	25	27	30	24	26	25	25	789337.56	791965.6	868881.0	843353.0	808741.5	803606.94	811836.94	660349.2	803771.6	828129.1	799650.75	752154.56	691544.6	763593.8	823762.7	927537.56	105825.81	112517.08	118205.38	114966.875	110601.55	113838.5	113487.59	109031.99	113174.85	117226.875	119758.3	113932.22	110916.6	115949.7	111870.2	115180.625	
sp|Q9Y3I0|RTCB_HUMAN	Q9Y3I0	RTCB_HUMAN	RTCB	505	Homo sapiens	1:Experimental evidence at protein level	RNA-splicing ligase RTCB	1.0	0.999	31	532	532	532	30	35	33	35	32	27	34	33	35	33	36	33	37	33	29	37	30	35	33	35	32	27	34	33	35	33	36	33	37	33	29	37	30	35	33	35	32	27	34	33	35	33	36	33	37	33	29	37	1020552.25	1072753.9	1071550.1	1006672.9	1111012.4	1067010.6	1111106.2	1062887.9	1144899.4	1028718.44	1096055.8	1061518.5	1130060.2	1141894.0	993814.1	1107807.0	105836.766	100231.26	103632.72	101087.21	100292.28	103392.56	99409.78	101168.07	104603.89	107532.0	103002.516	108504.63	105192.234	104737.39	107298.01	106162.51	
sp|Q9Y3I1|FBX7_HUMAN	Q9Y3I1	FBX7_HUMAN	FBXO7	522	Homo sapiens	1:Experimental evidence at protein level	F-box only protein 7	0.9993	0.9989	1	2	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5633.5693	8480.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5633.5693	8480.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3L3|3BP1_HUMAN	Q9Y3L3	3BP1_HUMAN	SH3BP1	701	Homo sapiens	1:Experimental evidence at protein level	SH3 domain-binding protein 1	1.0	0.999	4	33	15	33	1	2	3	1	3	1	1	1	2	3	2	3	3	2	2	3	0	1	2	0	1	0	1	1	2	1	1	1	1	1	1	1	1	2	3	1	3	1	1	1	2	3	2	3	3	2	2	3	24767.11	39868.203	40085.08	32069.871	40600.145	23238.695	41740.24	25906.27	36433.883	33734.76	26733.95	33906.934	28532.95	46498.59	37110.3	42208.42	17767.824	14989.326	14239.054	14239.08	15352.3545	13065.163	13329.625	15061.713	13581.128	14666.932	14561.866	14483.51	12775.448	14865.4	14022.048	13550.8545	
sp|Q9Y3P9|RBGP1_HUMAN	Q9Y3P9	RBGP1_HUMAN	RABGAP1	1069	Homo sapiens	1:Experimental evidence at protein level	Rab GTPase-activating protein 1	1.0	0.999	7	18	11	18	1	1	0	2	2	0	2	0	2	0	2	1	1	1	1	2	0	0	0	1	1	0	1	0	2	0	2	1	1	1	1	0	1	1	0	2	2	0	2	0	2	0	2	1	1	1	1	2	22551.004	19881.15	72128.0	12724.438	22765.078	20074.354	66061.305	74378.64	24398.504	19469.137	16813.19	38666.82	27734.28	29722.195	15635.427	29494.932	19185.543	20377.457	19712.812	16397.906	16227.003	17151.834	20718.936	19444.996	16444.814	14826.668	14088.518	12853.137	15927.096	18924.941	15256.33	17213.959	
sp|Q9Y3Q8|T22D4_HUMAN	Q9Y3Q8	T22D4_HUMAN	TSC22D4	395	Homo sapiens	1:Experimental evidence at protein level	TSC22 domain family protein 4	1.0	0.999	6	57	53	57	2	3	4	3	4	3	4	4	4	5	4	3	3	5	3	3	2	2	4	3	3	3	3	3	4	5	4	3	3	5	3	3	2	3	4	3	4	3	4	4	4	5	4	3	3	5	3	3	123932.92	109735.58	118661.94	120641.984	134926.44	111685.67	120794.0	136753.11	96029.5	96229.29	90624.78	91654.55	87354.78	97988.93	64222.043	73948.12	29516.887	29332.346	28325.393	29455.363	31521.87	29460.207	28775.928	31710.93	28835.525	29787.13	28849.988	28188.74	27490.807	30121.602	26180.602	27301.98	
sp|Q9Y3S2|ZN330_HUMAN	Q9Y3S2	ZN330_HUMAN	ZNF330	320	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 330	0.9655	0.999	1	15	15	15	1	1	1	1	1	1	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	0	1	25468.773	24748.697	27448.334	27738.941	25227.404	29648.818	28840.785	0.0	24723.748	23950.611	25410.547	24759.414	23812.498	22148.145	24203.861	24401.205	25468.773	24748.697	27448.334	27738.941	25227.404	29648.818	28840.785	0.0	24723.748	23950.611	25410.547	24759.414	23812.498	22148.145	24203.861	24401.205	
sp|Q9Y3T9|NOC2L_HUMAN	Q9Y3T9	NOC2L_HUMAN	NOC2L	749	Homo sapiens	1:Experimental evidence at protein level	Nucleolar complex protein 2 homolog	1.0	0.999	12	86	86	86	5	9	7	7	5	6	5	3	4	6	5	5	7	3	5	4	5	9	7	7	5	6	5	3	4	6	5	5	7	3	5	4	5	9	7	7	5	6	5	3	4	6	5	5	7	3	5	4	133609.38	125668.43	175053.98	149578.83	113068.75	204249.45	126973.69	113772.29	116719.74	106247.02	124296.05	123421.65	245464.6	173510.47	225917.92	141121.11	38365.305	38492.29	36515.89	36681.336	35652.832	37661.55	36172.54	37154.33	37050.992	34115.496	33959.406	36804.62	36137.645	36238.797	36547.977	34208.418	
sp|Q9Y3U8|RL36_HUMAN	Q9Y3U8	RL36_HUMAN	RPL36	105	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL36	1.0	0.999	9	281	281	281	16	19	16	15	17	16	19	16	18	17	18	20	18	18	18	20	16	19	16	15	17	16	19	16	18	17	18	20	18	18	18	20	16	19	16	15	17	16	19	16	18	17	18	20	18	18	18	20	962873.56	960817.1	991230.6	653915.25	886393.06	894313.1	955046.94	919353.5	940007.0	1060001.9	1518837.4	957410.5	968248.25	979899.6	1008128.8	1030855.3	255848.73	252369.28	265661.6	254594.58	262569.03	249555.95	259359.64	259467.25	269944.3	290265.22	295458.5	270947.94	278979.25	288408.38	276900.34	286998.3	
sp|Q9Y3X0|CCDC9_HUMAN	Q9Y3X0	CCDC9_HUMAN	CCDC9	531	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 9	1.0	0.999	5	51	51	51	3	4	4	4	3	3	3	3	3	4	2	3	2	2	4	4	3	4	4	4	3	3	3	3	3	4	2	3	2	2	4	4	3	4	4	4	3	3	3	3	3	4	2	3	2	2	4	4	53031.223	70530.516	56191.367	45510.055	70882.1	69387.53	52794.65	75760.4	53544.367	65871.44	45912.797	60928.836	30111.715	54625.715	67598.8	57961.41	21514.576	24131.84	24599.254	23092.928	23417.635	24772.729	21486.12	25140.494	22164.797	21870.357	24889.625	26531.463	23160.514	23766.703	22202.443	25247.215	
sp|Q9Y3Y2|CHTOP_HUMAN	Q9Y3Y2	CHTOP_HUMAN	CHTOP	248	Homo sapiens	1:Experimental evidence at protein level	Chromatin target of PRMT1 protein	1.0	0.999	5	90	90	90	4	7	7	7	6	5	7	7	7	4	5	5	5	3	4	7	4	7	7	7	6	5	7	7	7	4	5	5	5	3	4	7	4	7	7	7	6	5	7	7	7	4	5	5	5	3	4	7	182627.27	189707.45	186240.69	166222.72	172730.22	163384.03	144002.95	150166.58	155586.33	103188.195	139255.55	146575.44	182353.8	162721.61	152698.58	163813.89	44648.793	41008.92	40967.484	42647.367	40367.234	40272.84	41969.992	40156.32	39956.344	37436.523	41021.84	37915.57	39989.81	40030.0	39415.375	40329.95	
sp|Q9Y3Z3|SAMH1_HUMAN	Q9Y3Z3	SAMH1_HUMAN	SAMHD1	626	Homo sapiens	1:Experimental evidence at protein level	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	1.0	0.999	5	28	28	28	0	1	3	1	1	1	2	3	1	3	1	3	1	5	2	0	0	1	3	1	1	1	2	3	1	3	1	3	1	5	2	0	0	1	3	1	1	1	2	3	1	3	1	3	1	5	2	0	12055.194	14447.217	51073.88	10228.508	32551.973	14437.519	34849.92	47782.496	22138.254	52367.305	20620.479	57791.598	10533.264	82919.6	57900.85	13028.344	16618.373	19915.834	14565.612	14100.242	17893.209	19902.465	16983.523	13150.946	18457.61	16566.295	16435.955	17793.469	14520.355	16137.843	18974.934	17959.883	
sp|Q9Y421|FA32A_HUMAN	Q9Y421	FA32A_HUMAN	FAM32A	112	Homo sapiens	1:Experimental evidence at protein level	Protein FAM32A	0.894	0.9967	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18788.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y446|PKP3_HUMAN	Q9Y446	PKP3_HUMAN	PKP3	797	Homo sapiens	1:Experimental evidence at protein level	Plakophilin-3	1.0	0.999	21	188	188	188	14	13	11	9	7	11	10	12	14	13	10	14	13	12	12	13	14	13	11	9	7	11	10	12	14	13	10	14	13	12	12	13	14	13	11	9	7	11	10	12	14	13	10	14	13	12	12	13	209130.05	342207.9	343883.94	304019.12	366466.78	325562.0	312001.78	346242.34	272964.12	305921.06	290739.3	309644.25	273996.84	326936.3	297376.38	249443.4	40534.637	41481.02	41159.07	41597.137	41831.215	41490.32	42738.434	42281.457	42559.812	40784.36	40733.69	39769.746	42433.684	41614.797	41593.58	39760.938	
sp|Q9Y448|SKAP_HUMAN	Q9Y448	SKAP_HUMAN	KNSTRN	316	Homo sapiens	1:Experimental evidence at protein level	Small kinetochore-associated protein	1.0	0.999	3	42	42	42	3	2	2	3	2	2	3	4	2	4	2	4	1	2	2	4	3	2	2	3	2	2	3	4	2	4	2	4	1	2	2	4	3	2	2	3	2	2	3	4	2	4	2	4	1	2	2	4	32708.762	39865.83	35282.742	39110.27	40840.945	31642.04	39023.03	40126.508	35587.215	31139.748	17815.951	35318.04	18541.889	33488.742	35869.383	35884.14	15378.195	18725.55	17611.113	18372.975	19194.518	18155.172	18559.996	19075.01	17840.777	16035.427	18131.314	17124.107	18780.605	16162.181	17065.293	18107.006	
sp|Q9Y450|HBS1L_HUMAN	Q9Y450	HBS1L_HUMAN	HBS1L	684	Homo sapiens	1:Experimental evidence at protein level	HBS1-like protein	1.0	0.999	26	319	319	319	14	17	19	18	16	21	19	22	19	20	27	28	20	21	19	19	14	17	19	18	16	21	19	22	19	20	27	28	20	21	19	19	14	17	19	18	16	21	19	22	19	20	27	28	20	21	19	19	358762.38	363966.53	497033.3	340550.56	352939.75	408116.16	353868.75	432499.25	457363.56	570042.2	434476.34	444476.56	644045.0	447687.94	449976.9	582734.2	52721.273	53985.04	56359.953	55700.08	55119.43	56692.91	54222.36	53290.65	54804.254	54054.06	56528.234	53568.023	54140.31	54319.844	55020.254	55104.406	
sp|Q9Y467|SALL2_HUMAN	Q9Y467	SALL2_HUMAN	SALL2	1007	Homo sapiens	1:Experimental evidence at protein level	Sal-like protein 2	0.9504	0.9985	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7316.972	7794.047	6381.5425	5486.6104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7316.972	7794.047	6381.5425	5486.6104	0.0	0.0	0.0	
sp|Q9Y478|AAKB1_HUMAN	Q9Y478	AAKB1_HUMAN	PRKAB1	270	Homo sapiens	1:Experimental evidence at protein level	5'-AMP-activated protein kinase subunit beta-1	1.0	0.999	10	65	63	65	1	1	5	2	3	4	4	5	4	4	5	6	8	1	7	5	1	1	5	2	3	4	4	4	4	4	5	6	7	1	7	5	1	1	5	2	3	4	4	5	4	4	5	6	8	1	7	5	90732.67	90735.086	112747.03	126895.93	116777.54	84752.04	124911.49	187654.81	148306.11	135838.45	162974.27	182143.56	115288.32	72021.2	148761.58	139036.12	33521.125	36616.316	37530.992	36033.297	34125.3	34553.633	34542.176	33389.418	32526.018	37183.527	36822.043	37194.754	33593.926	35703.92	36363.965	33826.93	
sp|Q9Y483|MTF2_HUMAN	Q9Y483	MTF2_HUMAN	MTF2	593	Homo sapiens	1:Experimental evidence at protein level	Metal-response element-binding transcription factor 2	0.9653	0.999	2	3	3	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0.0	0.0	13312.461	0.0	0.0	0.0	0.0	27807.13	0.0	10064.334	0.0	0.0	7364.8135	0.0	0.0	13564.842	0.0	0.0	13807.067	0.0	0.0	0.0	0.0	13108.734	0.0	10438.261	0.0	0.0	7638.4434	0.0	0.0	14068.825	
sp|Q9Y485|DMXL1_HUMAN	Q9Y485	DMXL1_HUMAN	DMXL1	3027	Homo sapiens	1:Experimental evidence at protein level	DmX-like protein 1	0.9988	0.9989	2	3	3	3	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	7632.3926	6275.9785	7071.237	6769.0586	7719.3237	7272.677	6149.203	8706.621	8880.552	9842.871	10094.906	6920.9326	12318.228	6504.572	6169.4365	7972.751	7632.3926	6275.9785	7071.237	6769.0586	7719.3237	7272.677	6149.203	8706.621	5847.0923	6044.775	6190.081	6920.9326	6740.002	6504.572	6169.4365	5151.443	
sp|Q9Y490|TLN1_HUMAN	Q9Y490	TLN1_HUMAN	TLN1	2541	Homo sapiens	1:Experimental evidence at protein level	Talin-1	1.0	0.999	101	2034	1917	2034	117	121	139	126	123	117	122	129	117	128	135	142	140	122	129	127	109	113	132	121	116	108	115	121	112	120	129	135	132	116	121	117	117	121	139	126	123	117	122	129	117	128	135	142	140	122	129	127	2901694.0	3568101.8	3616202.5	3801812.8	3577362.5	3914081.2	3820804.2	3903500.0	3699650.0	3652929.0	3567309.2	3824507.0	3616600.0	3720544.5	3768710.8	3789448.2	274474.12	297281.62	309669.56	304717.44	303399.25	310397.5	311259.2	305033.03	309364.12	314369.28	315258.3	315575.88	308823.16	313802.84	308100.5	313591.84	
sp|Q9Y4A5|TRRAP_HUMAN	Q9Y4A5	TRRAP_HUMAN	TRRAP	3859	Homo sapiens	1:Experimental evidence at protein level	Transformation/transcription domain-associated protein	1.0	0.999	11	36	36	36	2	4	2	2	0	1	3	1	1	6	4	0	5	1	3	1	2	4	2	2	0	1	3	1	1	6	4	0	5	1	3	1	2	4	2	2	0	1	3	1	1	6	4	0	5	1	3	1	53788.008	134356.11	82654.0	81584.42	81674.42	73065.15	73101.45	86966.06	90064.7	148493.12	85704.73	141388.02	213752.36	99144.71	98185.16	107098.9	61491.3	64946.68	60584.152	61995.94	58404.29	63961.617	57568.844	69045.23	62241.71	61973.555	53243.062	65028.438	65092.29	64907.83	60006.23	66010.22	
sp|Q9Y4B6|DCAF1_HUMAN	Q9Y4B6	DCAF1_HUMAN	DCAF1	1507	Homo sapiens	1:Experimental evidence at protein level	DDB1- and CUL4-associated factor 1	0.9999	0.999	2	9	9	9	0	1	0	1	1	1	2	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	2	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	2	1	0	0	0	0	0	0	1	1	5560.269	7224.3516	7991.833	10089.846	4707.7285	7896.6895	8647.262	7954.675	3564.7668	2877.1096	3779.5747	3941.149	0.0	0.0	4081.0251	3387.8833	5560.269	4440.446	4782.951	5801.884	4707.7285	4678.921	5062.061	4800.9077	3564.7668	2877.1096	3779.5747	3941.149	0.0	0.0	4081.0251	3387.8833	
sp|Q9Y4C1|KDM3A_HUMAN	Q9Y4C1	KDM3A_HUMAN	KDM3A	1321	Homo sapiens	1:Experimental evidence at protein level	Lysine-specific demethylase 3A	1.0	0.999	9	15	15	32	0	1	1	1	1	0	2	1	0	0	1	1	1	1	3	1	0	1	1	1	1	0	2	1	0	0	1	1	1	1	3	1	1	2	2	2	2	1	3	2	0	1	3	2	2	2	4	3	7582.1772	30836.082	26222.607	45515.3	9043.709	23739.635	15517.453	9870.442	25534.855	28249.74	11884.691	35883.06	6307.9375	34482.08	53669.75	20633.303	9548.779	38834.086	10265.245	27177.305	11389.391	29897.023	12108.085	12430.555	11930.846	21490.13	14310.864	11364.967	14110.816	10678.386	17115.848	12731.116	
sp|Q9Y4C2|TCAF1_HUMAN	Q9Y4C2	TCAF1_HUMAN	TCAF1	921	Homo sapiens	1:Experimental evidence at protein level	TRPM8 channel-associated factor 1	1.0	0.999	3	19	19	19	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	10675.621	10901.059	8823.512	16910.139	12390.685	17468.434	11521.442	12250.23	10474.197	18663.828	12641.585	13423.351	13079.118	10344.941	8656.049	10763.786	10675.621	10901.059	8823.512	10981.854	12390.685	12241.527	11521.442	12250.23	10474.197	11650.032	12641.585	13423.351	13079.118	10344.941	8656.049	10763.786	
sp|Q9Y4C8|RBM19_HUMAN	Q9Y4C8	RBM19_HUMAN	RBM19	960	Homo sapiens	1:Experimental evidence at protein level	Probable RNA-binding protein 19	1.0	0.999	14	148	148	148	9	11	6	9	8	9	7	10	10	9	12	6	10	10	8	14	9	11	6	9	8	9	7	10	10	9	12	6	10	10	8	14	9	11	6	9	8	9	7	10	10	9	12	6	10	10	8	14	142176.6	122943.69	102289.47	118719.73	184550.44	158427.1	195991.52	199947.6	128899.46	124790.21	124256.3	99466.92	154561.6	128381.8	125100.81	137887.61	27746.588	26725.59	25184.998	26425.34	26649.244	26598.473	25980.34	25984.008	26356.23	26645.06	25899.787	27288.799	27293.186	27596.084	26798.758	26667.25	
sp|Q9Y4E5|ZN451_HUMAN	Q9Y4E5	ZN451_HUMAN	ZNF451	1061	Homo sapiens	1:Experimental evidence at protein level	E3 SUMO-protein ligase ZNF451	1.0	0.999	3	17	17	17	1	1	2	0	2	0	0	2	0	2	1	1	1	2	2	0	1	1	2	0	2	0	0	2	0	2	1	1	1	2	2	0	1	1	2	0	2	0	0	2	0	2	1	1	1	2	2	0	21390.512	20836.768	18245.094	19462.736	18062.56	10795.923	17869.227	22351.715	6566.064	18828.072	20319.793	21523.934	8462.439	18375.738	20603.314	18630.605	13291.637	13048.072	10713.695	12061.585	11085.186	9965.796	10714.318	13927.584	11897.501	11418.761	12393.684	13280.103	15333.674	11181.988	12189.744	11534.631	
sp|Q9Y4E8|UBP15_HUMAN	Q9Y4E8	UBP15_HUMAN	USP15	981	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 15	1.0	0.999	46	646	626	646	32	41	43	40	43	41	41	43	43	41	36	42	40	43	40	37	31	40	41	39	42	39	40	41	42	40	35	40	39	42	39	36	32	41	43	40	43	41	41	43	43	41	36	42	40	43	40	37	878356.94	975243.5	903185.5	905961.3	938317.94	993066.75	982168.3	898551.3	895727.0	964908.9	913430.25	948079.5	903458.8	928220.0	936953.75	966745.7	44528.375	50820.82	52266.52	51012.25	50630.973	51906.633	52084.316	49307.92	50177.57	52144.86	52756.508	52820.617	52004.785	51941.992	52151.47	52379.887	
sp|Q9Y4H4|GPSM3_HUMAN	Q9Y4H4	GPSM3_HUMAN	GPSM3	160	Homo sapiens	1:Experimental evidence at protein level	G-protein-signaling modulator 3	0.9578	0.9988	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6427.239	6011.7153	0.0	6280.216	0.0	9316.247	8488.788	8162.6416	7461.7437	7819.8877	6564.888	7654.197	8352.352	6642.345	7042.019	7219.659	6427.239	6011.7153	0.0	6280.216	0.0	9316.247	8488.788	8162.6416	7461.7437	7819.8877	6564.888	7654.197	8352.352	6642.345	7042.019	7219.659	
sp|Q9Y4K3|TRAF6_HUMAN	Q9Y4K3	TRAF6_HUMAN	TRAF6	522	Homo sapiens	1:Experimental evidence at protein level	TNF receptor-associated factor 6	0.9639	0.999	1	7	7	7	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	4777.063	0.0	3115.348	3963.84	4383.0815	0.0	0.0	4956.4683	4712.3965	3910.9592	3877.751	3928.4446	3592.6702	3438.537	3902.5789	4767.1274	4777.063	0.0	3115.348	3963.84	4383.0815	0.0	0.0	4956.4683	4712.3965	3910.9592	3877.751	3928.4446	3592.6702	3438.537	3902.5789	4767.1274	
sp|Q9Y4L1|HYOU1_HUMAN	Q9Y4L1	HYOU1_HUMAN	HYOU1	999	Homo sapiens	1:Experimental evidence at protein level	Hypoxia up-regulated protein 1	1.0	0.999	46	1033	1026	1033	59	63	75	61	64	66	62	60	64	65	62	66	71	65	69	61	59	63	75	60	64	65	61	59	64	65	61	65	71	65	69	60	59	63	75	61	64	66	62	60	64	65	62	66	71	65	69	61	1356303.5	1535909.0	1533055.9	1715765.8	1627985.6	1426585.5	1674904.4	1574726.4	1636061.9	1401560.9	1428184.8	1619419.9	1471079.8	1442986.4	1398933.5	1585262.6	91306.37	96402.5	95466.21	95937.766	95184.25	91450.72	94517.38	94984.055	94305.836	93685.68	93819.28	96333.84	94936.35	93530.19	93715.76	95651.914	
sp|Q9Y4P1|ATG4B_HUMAN	Q9Y4P1	ATG4B_HUMAN	ATG4B	393	Homo sapiens	1:Experimental evidence at protein level	Cysteine protease ATG4B	1.0	0.999	3	12	12	12	0	0	0	0	0	1	1	0	2	3	1	2	1	0	1	0	0	0	0	0	0	1	1	0	2	3	1	2	1	0	1	0	0	0	0	0	0	1	1	0	2	3	1	2	1	0	1	0	22582.959	8087.0605	0.0	31258.32	0.0	19780.334	8342.059	12151.123	64022.53	19732.43	75222.484	33481.69	12800.248	9277.625	30905.342	28126.621	14502.9	12729.276	0.0	20074.264	0.0	9436.192	13130.651	19126.232	19828.111	22176.82	22928.547	16820.918	14023.449	14603.261	14812.746	31535.986	
sp|Q9Y4P3|TBL2_HUMAN	Q9Y4P3	TBL2_HUMAN	TBL2	447	Homo sapiens	1:Experimental evidence at protein level	Transducin beta-like protein 2	1.0	0.999	2	19	19	19	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	32727.29	37266.305	35073.375	32582.979	30879.48	35222.23	36002.45	32560.627	33718.72	33506.73	31361.367	29896.146	34150.203	36407.42	14037.602	33954.87	18887.13	20968.902	19952.146	18813.23	17511.436	19840.676	19974.088	18581.385	18899.35	18602.309	17724.832	16986.385	19177.682	19865.783	18722.04	18982.152	
