Genes	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-A4_1_8446.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-B4_1_8447.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-C4_1_8449.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-D4_1_8455.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-A1_1_8441.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-B1_1_8442.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-C1_1_8452.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-D1_1_8456.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-A7_1_8453.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-B7_1_8454.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-C7_1_8448.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-D7_1_8451.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-A10_1_8443.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-B10_1_8444.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-C10_1_8445.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-D10_1_8450.d
TTI2	2	2	2112.76	1988.12	1714.38	2039.73	2492.89	2518.94	2557.21	3041.01	2004.12	1451.47	949.16	1259.26	1463.13	1140.07	1126.22	1332.02
TTK	4	4	1690.64	1581.47	1510.99	2195.32	3892.62	3362.78	3898.06	3733.37	1823.64	1396.91		1222.91				
TTL	4	4	1477.72			1923.97					2511.64	2430.15	2581.05	3040.86	2300.41	3405.63	3409.19	3033.43
TTLL12	13	13	5046.26	5298.8	8258.48	6982.8	6580.84	10347.6	7354.76	5472.3	9768.95	11659.3	11486.6	9373.14	12406.3	14449.6	14771.4	15500.3
TTPAL	2	2	1474.22	1680.12	2055.37	2145.36			1626.14						1714.7	787.915	802.327	1061.13
TTR	3	3	2001.14	1592.76	3074.11	659.572					3215.04	5557.21	6863.5	5146.93	1528.19	3033.04	2129.34	1394.36
TTYH2	2	2									4035.32	3768.61	4378.08	4428.93				
TTYH3	8	8	1543.39	1513.96	1386.93	2850.23	799.601	998.28	1117.8	1041	35814.4	35037.2	22389.2	33277.4	2124.43	3080	2765.09	2097.02
TUBA4A	4	4	67912	74793.7	65817.6	84826.9	92990.6	90939.1	76076.6	68986.4	7341.17	6355.22	18435.9	11956.9	23274.6	5681.91	5245.52	8266.22
TUBA4B	1	1	216926	123533	236350	189136	68242.5	142595	67074.9	61688.4	193416	199319	212111	177054	143793	179538	156209	132896
TUBB	5	5	814999	827015	776808	903131	812870	702095	895655	739421	613227	589899	568130	605812	346820	379871	392738	441295
TUBB2A	1	1	4829.05	3284.72	15531	3761.46					2454.81	3241.43	5468.61	1664.5	3001.36	4805.47	4397.7	4670.65
TUBB2B	1	1	3410.44	2365.23	10388.2	2620.93		1092.85										
TUBB3	3	3	186804	205246	203925	194355	194627	180508	164675	162550	43544.9	59227.4	50371.5	55162.6	40971.4	36155.6	40702.2	45168.3
TUBB4B	1	1					3810.82	2995.67			18389.4		35553.7	12477.3			40240.9	34623.5
TUBB6	2	2	5296.28	4196.31	7546.56	4684.4	8881.77	7377.22	8532.98	9206.38	5629.15	8868.91	6199.84	1989.03	15877.2	20785.6	15158.4	16158.3
TUBB8	1	1														1232.14		2265.12
TUBG1	1	1	2372.69	1650.27	2074.95	2445.16	2458.14	2990.59	1874.92		4388.17	2100.1	3804.96	3954.72	3702.16	2904.9	5586.77	4715.3
TUBGCP2	17	17	3396.47	3052.43	4459.39	3962.15	5437.98	3662.55	5011.01	4974.96	5583.45	6419.25	5757.63	5292.29	5183.12	5869.45	6699.25	5901.76
TUBGCP3	16	16	3475.57	3764.68	4751.3	3382.19	5197.48	4556.98	5002.32	4369.75	6180.9	7061.8	6292.59	6789.87	6841.11	6273.54	6044.1	7339.83
TUBGCP4	5	5	2449.66	1902.53	2045.02	2731.72	2174.39	2310.25	2442.89	2130.8	2861.43	2498.37	2478.61	2680.18	2015.9	2823.33	2605.32	2463.72
TUBGCP5	3	3	1387.99	839.838	1104.11	1120.02	1004.58	1200.03			1883.38	1130.07	1384.48	1484.01	1174.1	1076.72	1098.59	1210.6
TUBGCP6	5	5	1377.23	1153.61	1498.68	1559.42	2277.04	1680.81	1614.95	1843.42	1898.31	1465.61	1754.49	2185.32	2112.4	1531.78	1522.54	1587.06
TUFM	17	17	36771	41172.7	81536.4	46397.7	34640.4	32829.1	30012.5	61908.6	152548	169896	171477	124355	240086	333835	334717	286029
TUFT1	6	6	1994.44	2171.61	1898.35	2167.88	2024.83	1710.85	2082.5	2015.32			1000.52	941.063	1157.08		306.792	2091.32
TUSC1	1	1	646.03	619.914	698.248	790.9						501.816						
TUSC2	3	3	4402.69	2624.47	2850.1	3514.06	6212.39	5112.38	4159.59	5605.54	8586.33	6153.92	5345.12	6362.66	3594.99	4130.73	4250.87	3739.22
TUSC3	3	3	2383.49	2016.08	2664.96	2541.27	3279.67	3400.07	2299.15	3178.39		5032.2	2596.68			836.949		
TUT4	5	5	18703.5	21329.7	19483.7	25518.4	19581.6	19260.1	23624	17574	19560.2	10826.8	17838.4	13862.3	14571.1	13267.7	12123.2	16205.8
TUT7	10	10	3047.91	2918.68	3222.16	3369.5	3557.66	2968.44	2661.94	2773.91	2561.12	2822.02	3007.01	3249.89	4156.46	3594.43	4095.29	3692.52
TWF1	15	15	67801.1	82966.1	95129.9	90891.5	77115.3	71635	57412.6	73715.1	60469.2	57927.5	59910.1	52938	47998.9	49500.4	47741.1	47652.2
TWF2	16	16	18473.7	21973.7	27315.6	27368.3	15704.4	18596	14501.1	14730.4	62615.4	82348.7	65245.9	64025.4	76306.5	85086.9	84939.1	92614.4
TWNK	1	1													811.965	340.229	419.395	435.006
TWSG1	1	1	2669.8	3647.23	4821.33	5459.51					4036.08	5723.53	3059.87	3934.14	4908.48	4234.57	6055.86	4474.23
TXLNA	17	17	10749.5	9895.4	10715.6	10875.1	8795.35	7633.67	7825.88	7387.44	9993.86	8120.19	7423.25	8221.37	6587.05	7133.89	6435.67	7837
TXLNG	5	5	2420.37	2096.77	2655.09	2065.26	3352.52	4302.58	2466.34	3441.36	2507.12	2030.69	2196.39	2308.01	2067.2	1691.38	2135.17	2729.35
TXN2	2	2	13701.1	15048.4	11059.7	21102	14177	12579.2	13433.9	14060.4	14871.6	12954.4	17078.3	22591.7	15693.5	10055.7	11458.2	13321.6
TXNDC11	2	2	578.113	567.922	667.439	662.437				303.343	703.238	709.76	1281.71	653.236	827.644	607.412	820.634	710.132
TXNDC12	5	5	69828.1	65582.3	102731	101154	30235.5	45315.4	54888.8	73247.9	84433.9	103213	113114	120568	107210	110510	126689	119059
TXNDC15	1	1		535.232											817.685	431.997	295.746	
TXNDC17	4	4	77367.3	78429.4	145245	77157.4	25846.2	20033	23260.3	30826.1	134759	197286	194273	110620	149981	163479	207861	165842
TXNDC5	15	15	33190.2	38599.7	51962.9	48797.3	16363.6	12515	11226	13008.5	22444.1	25346.6	27059.6	24150	15419.1	15637.5	17234.6	19002.4
TXNDC9	5	5	8919.75	10081.2	12396.1	13296.2	5871.89	5684.12	6270.69	5412.5	7347.27	9101.63	9863.2	6562.31	3922.8	4041.74	4102.63	4340.38
TXNIP	5	5	4572.06	4566.02	4597.39	3321.62	10526	9022.49	9066.73	9084.13	1910.79	2525.66	2235.95	2791.41	2631.46	2359.21	2089.98	2653.24
TXNL1	6	6	70385.9	59363.8	51536.2	64191	39349.7	41601.6	31937.6	29770.3	55481.5	46031.6	54478.9	62403.9	86138.7	41597.1	62825.3	67023.9
TXNL4A	1	1		1216.57	1159.37	1241.69					1674.09	1625.88	1377.27	1877.94	1302.42	1498.24	1563.53	1815.5
TXNL4B	2	2	2098.77	1685.75	1974.69	1977.74	2045.71	1311.6	1882.84	1743.43	2800.26	2379.97	2146.08	2725.81	1926.23	2995.96	2117.18	2470.7
TXNRD1	15	15	9491.61	11171.8	9164.72	12451.3	52262.8	66432.8	57441.2	60699	13362.1	12239.6	11976.8	14732.6	8947.65	9194.08	13496.6	12796.6
TXNRD2	3	3					5501.94	8574.63	6058.45	4588.81	2745.91	3544.67	2852.81	2800.94	2994.08	3950.96	3448.64	3073.57
TYK2	6	6	1612.39	1957.61	2197.64	1859.69		1698.38			2449.11	2810.67	2950.57	2852.7	2265.46	2575.69	2464.62	2522.25
TYMP	16	16	5153.12	3771	5352.64	3254.98	3540.8	2905.75	4378.3	3046.46	84430.4	82088.2	77875	84088.4	105292	126030	106218	118333
TYMS	5	5	3090.52		2566.09	2598.38	3476.06	2831.8			3980.54	4407.07	4762.09	2868.29				
TYROBP	2	2									3183.38	5526.39	6501.29	2504.94	1735.87	5647.9	6221.12	3857.61
TYSND1	1	1					1050.04	952.363		726.279								
TYW1	1	1	439.835	766.541	519.798	490.604					313.745	429.783	535.004	464.91		364.744	572.504	
TYW5	3	3	4564.47	4210.51	5020.01	3684.45	3161.27	2332.09	3767.24	3194.31	3800.91	3138.22		4030.22	4280.19	3109.82	3243.68	4134.03
Thioredoxin	7	7	210524	179681	164817	216677	238447	261401	229165	236331	155618	129974	206492	166591	208949	107682	130561	145706
Trypsin	5	5	810352	768347	1.31986e+06	869048	1.10922e+06	1.15093e+06	1.10214e+06	1.29071e+06	1.24951e+06	1.30807e+06	1.22937e+06	1.18838e+06	1.19713e+06	1.56124e+06	1.2633e+06	1.12974e+06
U2AF1	2	2	15635.3	16022.5	12635.8	23379.1	21540.4	28304.2	16665.7	18724.5	16805.5	12855.8	7923.51	15194.8	17563.5	20527.7	23316.2	15101.6
U2AF2	5	5	67257.9	62415.8	49869.5	61926.1	48753.4	73928.5	54534	57977.6	58937.8	56461.4	49591.5	61933.2	48637.4	56402.9	64713	65451
U2SURP	21	21	8087.19	8684.48	10554	9765.82	7695.4	8518.88	7984.86	8335.53	9283.48	10178.5	8769.8	9422.16	9938.95	11268.7	9568.69	8686.3
UACA	39	39	7765.07	8439.57	9621.78	9551.21	2317.79	2708.56	3140.93	2420.38	3446.42	3508.89	3115.72	3104	1970.36	1665.72	1423.96	2450.57
UAP1	16	16	40765.4	44244.6	47349	51069.2	11174.5	8783.96	10077.2	10069.6	2641.66	2296.28	4854.25	2078.42	2813.85	2908.99	3068.87	2869.79
UAP1L1	15	15	6700.11	7174.13	6888.57	6697.13	3490.12	2624.59	3765.05	3130.47	64750.1	73687.8	61236.9	68618.2	24241.8	20932.6	25581.6	28481.8
UBA1	32	32	107112	111247	105973	118197	120860	126121	110980	101194	87106.7	91053	86787.2	91059.4	73050.3	81694.4	80716.6	89971.9
UBA2	16	16	20106.3	18487.9	19482.6	20891.3	20355.1	18342.8	17842.8	16492.7	20241.9	22813.5	17627.4	21318.3	18454.7	19845.8	18858.7	19979.6
UBA3	11	11	21887.6	24390.7	24532.7	23165.3	20558.2	21953.9	20091	18440.7	14782.3	15227.8	17338	17445.9	12913.5	13311.7	15953.5	13351.8
UBA5	6	6	7332.47	10303.3	14666.2	9655.29	1404	2265.63	1343.86	1683.46	9036.35	11133.2	11852.6	8726.4	13051	15018.8	15611.3	14593.2
UBA6	22	22	27818.3	29645	26946.6	30106.5	32832.2	31090.5	29523.8	29530.6	25153.6	24498.1	25611.3	26263.7	19954.7	18707.9	19851.9	20895.1
UBA7	20	20	5951.46	4625.61	4815.31	4769.03	6676.37	6279.89	6325.11	5192.25	18654.6	18452.5	17348.9	18926.7	12443.7	11162.8	12320.7	13294.4
UBAC1	3	3	1801.25	1398.09	1881.3	2144.01	1425.62	1398.78	2463.95	1716.2	2928.33	1965.37	3748.45	2499.25	1880.71	1563.35	2103.61	2836.29
UBAC2	3	3	2996.57	3706.1	4744.08	3832.87	7583.26	3807.76	6409.39	3660.72	5071.68	5711.65	6393.08	4722.98	3586.68	3208.1	2835	3301.94
UBAP1	2	2	7779.15	10121.7	8320.93	10132.3	7217.32	6087.95	8352.65	7952.21	6807.38	10267.1	6998.4	8631.99	6909.48	10357.2	7348	7950.27
UBAP2	8	8	5953.69	5644.71	4858.64	6323.2	5047.34	4575.22	3881.17	3870.02	3615.8	3534.86	3334.85	3739.35	3874.24	3210.3	3904.33	4520.48
UBAP2L	14	14	29396	29626.5	30572.2	31936.8	24353.2	22061.2	25650.4	21885.6	15297.9	16311.4	13255.9	14186.5	12662	12385	14146.5	13329.5
UBASH3B	6	6	3465.42	2325.16	2715.33	3581.49	5561.15	4171.24	3353.69	3009.69	4682.24	5885.58	4886.6	4840.45	3498.88	2835.17	3329.41	2910.86
UBE2A	1	1		1558.02	2356.77	1806.04					2502.22	4475.46	2688.27	2520.64	1861.19	2802.34	2718.98	2064.65
UBE2B	1	1		1326.38	1588.12			814.474			2109	2179.9	2496.79	1070.56	1596.13	2474.03	2644.4	1899.22
UBE2D3	1	1	16266.2	15220.3	9797.07	14982.8	37177.7	37188.4	24545.2		27074.3	18154.4	8114.48	25585.2	19478.6	23907.2	18371.9	17012.7
UBE2E2	3	3	1748.09	1344.13	1330.82	1886.38	2182.78	1524.43		1124.73	3245.01	2269.47	2108.5	1739.17	2760.38	1458.38	2135.63	2506.55
UBE2H	2	2	6884.97	10175.4	14452.9	12840.9	2777.59	2416.51	3188.36		5501.93	7084.63	8580.75	4467.28	4705.23	5355.57	5496.93	5094.09
UBE2J1	3	3	1272.28		2249.06	1269.41	1283.43	1952.88	2929.71		2395.84	2567.47	3264.84	2849.01	2819.85	3601.68	4720.66	3965.52
UBE2K	5	5	17483.6	15289.7	11514.6	17967.9	23504.6	24758.5	17555.3	21352.5	24876.2	16680.4	21418.8	23746	18698	18634.2	23260.8	24663.7
UBE2L3	3	3	11217.6	13017	21612.9	13287.1	7042.06	9310.3	6322.21	7917.43	47973	51210.9	49764.6	39858.9	43124.1	49552.7	55346.9	58310.7
UBE2L6	6	6	3446.44	4667.75	3211.36	5489.99	6830.41	6837.04	5065.92	6125.41	7532.82	7276.49	5964.02	6757.91	4106.51	6026.8	7525.23	5240.86
UBE2M	6	6	15944.6	13800.1	7848.8	15175.6	11359.3	9737.83	9623.49	9749.13	16051.3	12905.8	9510.63	14265.9	14485.3	13777.7	16378.6	13828.1
UBE2N	1	1			632.837								3582.82					
UBE2O	12	12	4294.08	4681.82	3830.49	4396.73	8391.07	4852.56	5292.14	4826.85	4959.7	4703.25	4615.29	4744.03	5436.01	4721.57	4946.78	5454.38
UBE2Q1	7	7	3183.61	3565.7	4974.67	4518.47	1627.76	2650.01	1219.5	1252.8	4072.5	4018.49	3976.98	3720.12	2901.09	3186.69	3544.76	3055.98
UBE2R2	2	2	4146.68	3844.8	9607.37	6843.53	4054.76	2414.18	2149.36	4254.83	2052.78	6329.51	6230.36	4220.28		3563.18	3169.19	2231.26
UBE2S	2	2	1119.47		2007.87	1894.52	3098.86	2244.21	1891.78	1736.33		2455.1	1652.66	2009.02				
UBE2T	2	2	1193.32			1457.28	3173.36	2789.16	2121.98	2723.04		3079.58						
UBE2V1	2	2	10120.6	8532.73	9803.76	9165.81	5386.32	5451.59	6140.77	6641.18	10504.1	8877.14	11089.8	9768.84	10396.7	11116.6	14477.1	12230.8
UBE2V2	2	2	2202.36	1373.6	1952.68	1883.7		1435.4			5046.63	4256.52	4668.33	4011.45	3892.81	5944.47	5321.94	6090.36
UBE2Z	3	3	15459.2	16017.4	15584.5	13605.4	8420	9281.32	5267.9	5526.21	9406.09	8973.54	8893.08	8928.46	9878.12	10244.3	11235.6	14102.1
UBE3A	15	15	7109.37	6897.42	6653.32	7620.85	5719.94	6130.38	5994.13	5397.72	6586.32	6083.18	5505.13	7312.21	5944.85	4667.72	5534	6492.03
UBE3B	1	1	825.505	1276.07	1293.35	1113.67	840.455		866.935	864.536		1329.93	1262.1	1207.23	762.077			
UBE3C	10	10	4574.65	5434.43	5424.38	4782.87	7851.81	6465.1	7466.36	8243.58	3129.93	3256.95	3307.14	3761.39	3807.23	3118.16	2777.34	2826.66
UBE4A	7	7	8231.01	7578.68	6926.37	6551.02	5429.09	5738.05	5631.68	5008.94	7651.34	7242.73	6268.13	7675.9	7121.27	6210.77	6513.89	7202.75
UBE4B	10	10	5746.29	5193.82	5532.11	4671.02	5161.92	4810.63	4601	3935.13	5804.95	5580.42	5645.45	6159.61	6629.68	4550.78	5988.11	6401.97
UBFD1	3	3	8295.88	7643.72	6908.58	7676.59	3712.43	4003.82	4187.74	2781.57	2211.61	2597.59			2554	2532.08	2106.37	2762.76
UBL3	4	4		1590.62	999.241					2330.65	3116.53	1914.19	2830.04	3653.68	3117.85	1913.56	1651.52	2674.95
UBL4A	6	6	5340.93	5848.76	6204.89	6869.41	9450.08	7786.8	8112.02	7915.58	8623.86	8668.82	8402.48	9922.05	7512.01	5897.96	6288.69	6269.31
UBL5	1	1	4656.17	6177.24	3079.25	5614.79	7837.92	11523.9	10521.3	9364.88	11485.9	9926.5	5569.19	7912.61	5596.66	8454.17	9886.85	5552.88
UBL7	1	1	1784.98	1883.42	2102.59	2420.5	2091.71	1483.68	1705.97	2061.37	1865.33	1870.58	2220.4	2011.58	2248.26	1654.48	1430.36	1551.39
UBLCP1	8	8	10317.8	9504.04	13778.4	11151.6	10327.6	6017.2	10393.6	8633.85	11681.9	12924.2	10553.8	9193.16	13408.4	18111.6	18112.3	17074.1
UBN1	2	2	923.449	784.328	740.412	777.246	1323.09	708.497		514.002	920.277	994.764		1078.45	957.042	1043.35	781.565	875.679
UBP1	2	2	2823.8	2775.24	2569.89	4035.82	3232.36	2231.16	2556.7	2205.51	2441.68	2240.28	2995.7	2643.63	2451.8	3146.91	2829.67	3100.42
UBQLN1	2	2	14751.7	16023.5	18258.9	18620.8	15739	10643.2	17423.2	8749.89	13383.4	12649.7	14662.8	12779.4	11469.4	16224.3	16113.3	15064.2
UBQLN2	4	4	9129.07	9630.89	8789.08	10088.1	5442.66	4853.33	4522.16	3882.76	2648.09	3803.13	4282.43	2977.58	2702.08	2964.67	4079.69	2592.73
UBQLN4	3	3	7024.69	6957.47	6444.68	7732.72	6057.46	4353.12	4567.45	3789.36	4763.02	3383.31	2940.34	4136	4177	3178.22	4347.09	4107.81
UBR1	8	8	3257.67	3010.51	4048.15	4268.92	2599.17	3299.46	1972.5	2095.31	2345.82	2238.17	2617.7	2259.7	2155.64	1847.27	2219.66	2444.46
UBR2	3	3	908.365	1397.65	2075.33	1235.13		1292.44				1753.31	1677.23	1960.42	1217.25	1301.95	1414.33	1233.46
UBR3	3	3	1940.29	2259.61	2684.75	3666.41	2472.67	1531.13	2086.65	1644.53	1308.36	1919.07	1568.96	1839.35	1902.78	1516.43	1557.39	1667.24
UBR4	77	77	14848.8	15176.7	15153.3	15876.9	17573.7	15945.8	15362.3	13915.5	13984.5	13850	13348.2	13869.2	12553.7	12878.8	14287.2	13720.5
UBR5	18	18	5502.75	4950.2	5170.34	5366.46	8340.61	6726.42	7981.85	7146.16	4783.33	4473.6	4949.29	5127.42	4637.17	4767	4700.14	4835.85
UBR7	6	6	2601.58	2278.74	2446.26	2460.03	3887.73	3777.45	3984.18	3694.41	3840.3	4241.99	3713.58	4586.1	3262.7	2695.07	2739.8	2728.77
UBTD1	2	2	2380.7	2309.24	3216.91	2745.87	1626.95	1490.63	1833.21	1624.53	2438.75	1559.76		1744.29	1856.21	1203.51	1912.4	2048.64
UBTF	14	14	7532.99	8558.29	11792.7	9672.07	9613.44	10419.2	7500.06	7893.74	9166.39	12212.6	10491.7	9542.25	11099.4	12100.7	12631.9	11368.5
UBXN1	9	9	31009.3	25853	20035.6	20611.9	30487.3	31713.5	23713	20881.7	39057.7	29746.7	36671.9	35770.5	44329	37026.5	45358.5	45105.4
UBXN2A	2	2	692.058	475.376		809.243		619.515	366.165		874.432	1106.58				454.26	474.702	
UBXN2B	2	2	1390.65	1352.8	1146.8	1313.03	1772.92	1151.34	1611.78	1169.4	987.77	1186.81	681.891	1529.59		1156.09	1262.79	1501.92
UBXN4	5	5	12969.6	9801.96	12116.7	12005.4	11717.6	11586.4	11470.9	9334.82	13161.3	11826.7	11462.3	13027.5	12229.6	9897.91	11565.9	13378.8
UBXN6	5	5	5989.88	7861.36	6128.33	8450.61	8038.93	7121.76	7391.07	6270.03	9067.07	7579.22	5655.15	7645.19	7033.82	6278.04	8439.96	7591.36
UBXN7	11	11	7472.25	7390.27	7084.56	7422.78	12645.5	12653.9	11652.8	11144.8	5644.11	4846.48	5733.27	6066.59	6222.94	5572.63	6270.25	6057.1
UBXN8	1	1	810.271	1687.89	1043.93	1223.55					1016.53	1299.83	508.978			602.572	824.32	821.715
UCHL1	10	10	676770	626722	853421	767429	326057	403259	345444	327948	34713.4	29539	35478	17877.1	35549.8	27387.2	36671.8	45114
UCHL3	5	5	4770.73	3384.93	3690.23	3812	1725.94	2341.86			7567.52	10831.5	8067.33	5965.62	11215	11299.8	12575	9194.97
UCHL5	5	5	7528.42	8544.92	9993.14	10053.5	11053.8	10565.4	10928.2	10832.9	11413.3	11619	11373.5	11964.1	11688.3	10523.9	12103.4	10474.7
UCK1	1	1			1898.41	1258.65	2234.27	1553.52	1277.63	955.701	3886.95	3407.12	3512.32	3835.73	2190.35	1376.26	1826.23	2385.66
UCK2	4	4	3011.96	3725.97	4706.76	4018.26	4403.54	2250.29	4234.54	1618.74	3221.01	3527.02	4761.76	3083.97	2737.36	2956.35	3443.19	2965.72
UCKL1	7	7	2344.08	2339.49	2470.05	2982.26	3103.08	2879.51	2602.5	2571.46	2624.81	2908.17	2737.56	2539.79	2701.41	2886.72	2667.64	1807.16
UEVLD	9	9	3456.38	4188.81	3730.47	4658.92	4416.97	3890.47	3596.3	2536.66	5378.21	5068.14	4386.92	4675.59	3613.28	3206.05	3757.94	3246.7
UFC1	2	2	29964	29152.4	37973.2	38945.6	22865.8	21341.7	18080	19102.7	28238.1	27050.3	23476.3	24220.5	23867.8	22626	27378.3	21203.4
UFD1	8	8	25910.4	24080.2	25752.5	25613.9	25162.1	29895.4	24950	26539.2	18716	20036.9	21046.7	21304.8	18457.9	13866.7	16453.4	17003.9
UFL1	34	34	13741.2	13921.2	15369.8	14937.1	11087.3	11822.9	11383.2	11339.9	17077.2	19367.1	16290.6	18045.1	17092.3	17648	18668.2	18407.7
UFM1	3	3	105455	85984.2	65269.2	93859.5	66905.7	61758.4	51032.7	44950.5	97186.1	67395.9	73010.6	77859.7	72010.8	67955.4	97299.4	94858.5
UFSP2	9	9	9772.64	9713.55	12985.5	11411.6	6885.82	5892.79	7263.97	5497.83	9254.64	9881.57	9230.44	9125.45	7870.35	6098.65	6758.81	6992.85
UGCG	2	2			548.788	1260.5	1370.34	1760.84	1753.75	781.278	1160.24	1451.05				1460.83	799.66	
UGDH	21	21	164822	159264	158717	195174	23359.3	22420.9	21868	21069.1	13750.6	11824.6	16326.2	12032.1	10787.6	8446.33	11631.5	12222.3
UGGT1	28	28	21966.6	23297.4	30181.5	30111.6	11124.4	12855.1	11708.3	12525.3	22009.5	27547.8	23798.1	23561.4	18278.6	24014.8	27777.6	22955.5
UGGT2	26	26	11238.6	11500.3	11422.4	11451.8	4808	3814.95	3641.68	3205.51	1652.56	1909.84	2146.02	1829.46	2179.51	2122.74	2264.62	2370.88
UGP2	28	28	126709	127982	142716	167145	35822.7	35702.8	36387.5	31260.5	73921.8	70479.8	74660.8	68526.1	75081.5	80890.6	81224.7	76147.8
UGT8	1	1					1750.8	2075.03	2209.27	1663.76								
UHRF1	6	6	3317	1421.48	2379.25	3174.87	7772.26	7505.38	7474.1	6434.38	3480.82	4740.19	2535.64	2899.24		692.369	975.452	930.349
UHRF2	3	3	2242.57	1724.06	2455.04	1942.3	1631.19	1574		1676.44		1820.08	1440.43	1510.73		1260.12	1780.21	1419.46
UIMC1	6	6	895.779	884.816	1424.77	1051.28	942.657	1199.47	905.228	1071.1	861.662	797.695	1056.1	1027.22	876.054	938.629	705.157	944.757
ULBP2	1	1	2730.23	2831.83	2856.87	2373.24	2566.56	2114.2	2241.48	2298.2								
ULK1	5	5	1806.05	1156.58	1521.62	1173.19	2198.86	1881.56	1810.02	1794.58	590.274	488.812	902.82			557.308		429.292
ULK3	6	6	1687.34	1628.37	1862.86	1749.29	1423.6	1565.06	1964.85	1482.71	7206.33	8339.99	5812.22	7266.56	3623.87	3251.78	2732.67	3549.78
UMAD1	1	1	1470.68	704.353		697.196	1121.63	937.31	1109.46	1176.87	1767.79	751.434	1562.03	1839.78	1666.38	724.711	717.683	980.515
UMPS	12	12	11177.4	10471.3	10795.2	12695.9	14984	12757.3	12369.5	10890.2	12351.6	11228.7	11733.7	12442.5	13763.7	13901.1	14811.3	14076.3
UNC119	3	3	2668.27	1878.44	1755.65	3286.99	2895.55	2806.05	2349.55	1811.07	4744.48	2980.16	3128.01	3660.68	3869.98	4061.8	3825.61	4311.37
UNC119B	3	3	2104.59	2059.33	1601.13	1951.18	2761.7	3574.26	2075.61	1963.32	803.626	1093.29		1363.29		1118.11	900.729	673.721
UNC13D	1	1									610.969				847.871	870.885	672.156	
UNC45A	21	21	12327	11723.1	10737.3	12477.7	25915.7	23075.3	19993.2	20009.8	11080.3	10318.2	11125.3	11210.5	11362.2	7410.35	7881.77	8300.46
UNC5B	1	1	547.046		536.239	599.679												
UNC93B1	4	4						1779.9			6085.04	7078.23	7638.77	7307	4966.73	3047.16	6118.6	4920.07
UNG	1	1	668.269	898.095	696.253	880.634	3031.69	3876.48	2519.57	2818.3	1277.88	1688.62	741.39	966.551	829.898	946.626	1316.47	1247.32
UNK	2	2	2027.26	1801.41	3522.17	2028.87	2413.23	2551.32	1938.52	1748.71	2615.83	2885.86	2711.23	3134.2	2489.92	1795	2807.28	2775.31
UPF1	36	36	14207.1	13321.8	16737.1	16499.8	11206.7	11027.8	10944.2	10449.7	15444.3	17144.8	16712.8	14824.7	14225.2	15724.3	17930.5	16099.5
UPF2	14	14	3674.47	3373.89	3842.95	3836.15	4202.84	3795.09	3395.34	2752.38	4743.11	3826.02	4512.66	4413.01	4825.82	3854.16	4162.01	4786.04
UPF3B	6	6	2980.25	2632.39	3458.82	2725.93	4261.99	3853.47	4470.22	3564.9	3492.23	3684.73	3468.99	3467.79	3995.65	3901.66	4463.56	4825.67
UPP1	10	10	2182.07	1499.85	1572.18	2406.58	7910.56	7254.27	8724.26	7453.25	9655.24	8364.9	9960.75	5718.85	40223.1	44322.9	64174.7	40711.6
UQCC1	4	4	2482.05	2865.75	2905.31	2976.93	4585.56	6813.16	4248.9	4002.57	4052.2	3406.97	3803.72	4613.85	5552.22	5254.64	6239.76	5585.17
