Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-A2_1_12107.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-B2_1_12108.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-C2_1_12109.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-D2_1_12110.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-E2_1_12111.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-F2_1_12112.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-G2_1_12113.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-H2_1_12114.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-A6_1_12115.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-B6_1_12116.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-C6_1_12117.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-D6_1_12118.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-E6_1_12119.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-F6_1_12120.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-G6_1_12121.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-H6_1_12122.d
Q6NZY4	ZCHC8_HUMAN	ZCCHC8	Zinc finger CCHC domain-containing protein 8	10	10	12337.6	12030	12340.9	13453.5	12787.2	11877.2	12271.1	13489.7	11259.6	10472.7	11624.3	11315	11941.1	11573.9	10674.2	10470.7
Q6P158	DHX57_HUMAN	DHX57	Putative ATP-dependent RNA helicase DHX57	1	1		1944.27		1989.45	2174.26	2791.53		2915.41	2435.97	2498.54	1665.41		2443.78	2286.88	1808.74	
Q6P161	RM54_HUMAN	MRPL54	Large ribosomal subunit protein mL54	1	1	23796.3	17780.6	16283.5	16183.3	16586	16776.8	15674.2	19602.6	17112.7	15709.5	18139.7	14922.5	15696.4	15416.8	19933.5	16179.6
Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	18	18	35095	36230.5	34548	32506.3	34570.2	32223	32892.7	34963.5	34563.5	33039	32166.5	32560.5	32382.1	35599.3	34100.1	35359.1
Q6P1K2	PMF1_HUMAN	PMF1	Polyamine-modulated factor 1	5	5	11348.8	12659.4	11719.1	12992.1	15038.2	10697.7	11004.5	14831.7	10341	10118.5	11466.3	11651.5	11484.6	11299.1	11798.4	9372.52
Q6P1L8	RM14_HUMAN	MRPL14	Large ribosomal subunit protein uL14m	4	4	26886.4	24143.2	22819.5	27678.3	23340.5	25151.3	25947.9	27550.5	21664.4	24713.6	26472.7	21313	24679.2	23008.9	24202.7	22208.8
Q6P1N0	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A	4	4	5540.02	4575.27	5224.79	5039.27	5115.6	3248.97	4211.13	3726.64	4454.64	6069.99	4480.6	2475.72	3404.82	4145.07	4753.4	4161.78
Q6P1N9	TATD1_HUMAN	TATDN1	Deoxyribonuclease TATDN1	5	5	12797.1	13023.1	15013.7	12051.5	13933.1	13397.7	12969.9	14212.1	15516.7	14504.5	12113.7	12187.1	11244.5	14769	11609.9	13310.3
Q6P1Q9	MET2B_HUMAN	METTL2B	tRNA N(3)-methylcytidine methyltransferase METTL2B	6	1	15850.9	17647.4	18399.9	15964.4	18200.7	15201.5	18184.8	17586.7	18099	16707.1	17550.2	17817.5	20501.3	16985.8	19691	16988.8
Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	22	22	36553.6	35554.4	35713.8	34037.7	33742.6	34490	36705.1	36657.2	33962.8	36943.9	33707.6	34045.1	35226.5	33093.9	34636.2	36645.3
Q6P2H3	CEP85_HUMAN	CEP85	Centrosomal protein of 85 kDa	4	4	11115.3	10554	12370.6	12588.5	7888.74	12436.3	10678.9	12160.1	11873.2	9991.47	10228.1	12089.9	11526.1	9057.4	9777.68	9289.69
Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	59	57	32098.2	32249.3	31354.6	30935.4	31540.4	30443.4	31706.2	31731.4	32495.5	31949.1	31545.7	31756.7	31346.8	32739.2	32024.5	31052.5
Q6P3R8	NEK5_HUMAN	NEK5	Serine/threonine-protein kinase Nek5	1	1		10877.4	11739.7		12091.9		11816.6			9167.75		8611.53	7533.8	9362.36	7783.27	
Q6P3S6	FBX42_HUMAN	FBXO42	F-box only protein 42	1	1			3142.48								2018.17	1926.95		2740.08		3124.67
Q6P3W7	SCYL2_HUMAN	SCYL2	SCY1-like protein 2	9	9	8359.43	9052.58	6239.61	8184.2	9011.7	6287.61	8135.92	7479.98	7511.38	8433.71	6857.66	6466.51	7607.92	7595.52	7628.19	7462.95
Q6P3X3	TTC27_HUMAN	TTC27	Tetratricopeptide repeat protein 27	10	10	10305.3	9578.96	10386.1	10225.9	10028	9434.73	9171.31	10925.7	9704.12	10655.2	10354.8	10172.9	10200.5	11074.3	8896.57	9287.08
Q6P444	MTFR2_HUMAN	MTFR2	Mitochondrial fission regulator 2	1	1							3837.62						2924.03	1638.62		
Q6P4F7	RHGBA_HUMAN	ARHGAP11A	Rho GTPase-activating protein 11A	1	1	1230.99		642.923	702.968			395.292	857.428								1301.85
Q6P4I2	WDR73_HUMAN	WDR73	WD repeat-containing protein 73	3	3	2149.12	2745.12	2361.98	3518.03	2560.63	1735.04	1947.1	2230.56	3073.46	2812.16	2856.82	2600.57	2077.66	2122.5	3039.38	2049.85
Q6P4R8	NFRKB_HUMAN	NFRKB	Nuclear factor related to kappa-B-binding protein	1	1			1215.39		703.302	1662.35			675.049	699.142	966.638		994.725	836.768	1223.38	1363.24
Q6P582	MZT2A_HUMAN	MZT2A	Mitotic-spindle organizing protein 2A	3	1	2236	2496.21	1481.5	2325.73	1817.63	1945.25	2322.47	2004.51	2221.26	3471.75	3289.97	2438.36	2890.42	2659.96	2783.73	2144.5
Q6P6C2	ALKB5_HUMAN	ALKBH5	RNA demethylase ALKBH5	5	5	2963.82	2955.22	2924.43	3200.7	3225.02	3119.28	3386.87	3140.25	3278.2	3366.02	3235.52	2905.2	2984.73	3489.38	3355.83	2932.33
Q6P996	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	7	5	10621.7	8540.89	7790.96	7859.27	7861.38	6888.08	8187	7586.89	8809.3	7641.37	7412.93	7818.88	7037.88	7674.86	7461.27	7835.28
Q6PCB5	RSBNL_HUMAN	RSBN1L	Lysine-specific demethylase RSBN1L	7	6	6679.46	6412.08	8107.59	8369.33	8360.17	8522.02	7380.96	7000.07	6585.4	6883.65	7972.58	7240.9	8134.59	7775.72	7948.97	8959.95
Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog	17	17	10114.9	9873.78	10614	9027.52	10407.2	10538.9	10361.7	10978.2	11352.8	11191.2	11619.5	10731.9	10411.9	10579.1	10873.6	11113.4
Q6PD74	AAGAB_HUMAN	AAGAB	Alpha- and gamma-adaptin-binding protein p34	5	5	9314.93	8072.25	6645.99	6673.22	6695.68	8889.23	7530.28	6661.36	8609.67	9461.56	9478.6	8581.28	8892.35	8823.63	8531.67	7983.51
Q6PEX7	TEX38_HUMAN	TEX38	Testis-expressed protein 38	1	1			8344.93	18571.8								14618				
Q6PI48	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial	9	9	9816.64	10703.4	9640.58	10617.4	9459.99	11426.1	10188.9	11022.5	10810.7	11702.6	10104.7	11067.9	10671.2	10140.2	10347.5	9449.16
Q6PID6	TTC33_HUMAN	TTC33	Tetratricopeptide repeat protein 33	1	1	6533.65	5031.87	4645.16	5851.07		4321.29	6770.67	4452.54	5063.09	3688.39	4183.39	3952.25		6801.81	4543.05	5287.2
Q6PII3	CC174_HUMAN	CCDC174	Coiled-coil domain-containing protein 174	4	4		6008.83	5641.44	6391.39	4850.31	4379.21	6295.9	5322.97	7287.81	6301.73	6208.67	5562.8	5039.64	6125.75	5255.09	5332.35
Q6PIW4	FIGL1_HUMAN	FIGNL1	Fidgetin-like protein 1	2	2	991.471	1155.82	1296.83		1113.44	1276.98	498.299	928.845	789.315			886.412	869.946	927.407	2162.67	1558.59
Q6PIY7	GLD2_HUMAN	TENT2	Poly(A) RNA polymerase GLD2	1	1					2369.9			2606.38					2022.65			3340.96
Q6PJG6	BRAT1_HUMAN	BRAT1	BRCA1-associated ATM activator 1	8	8	3987.33	5342.43	4404.02	3819.51	5554.32	3973.81	3939.99	5195.06	3176.34	4255.24	3857.2	4827.72	4368.37	4221.71	4299.71	3919.35
Q6PJI9	WDR59_HUMAN	WDR59	GATOR2 complex protein WDR59	1	1			1753.19		1623.81	1462.65	1292.44	1729.89	1274.46	1492.47	1653.54	1463.64	1494.06	1741.73	1278.03	1859.91
Q6PJT7	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14	11	11	13806	14089.8	14207	12117.9	12904.8	15221.9	14420.5	14010	13638.9	13934.6	13879.9	14217.2	14268.6	14739.6	13508.8	13619.7
Q6PK04	CC137_HUMAN	CCDC137	Coiled-coil domain-containing protein 137	2	2		1628.37	1774.83	1730.28	1981.82		1351.93	1324.08	2051.08	2002.68	1306.56	1547.64	1281.07	3434.43	1975.45	2416.8
Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1	25	24	35152	35655.2	34931.3	38394.3	35409.3	36299.4	36861.6	34962.6	33728.7	34262.5	32972	32752.4	34980.8	35341.5	37059	37282.2
Q6PL18	ATAD2_HUMAN	ATAD2	ATPase family AAA domain-containing protein 2	11	11	6246.93	5658.61	6211.56	6883.56	5905.45	6756.14	6521.42	7027.49	5670.95	6324.65	6637.99	6851.87	7139.52	6919.31	6863.3	7005.32
Q6PL24	TMED8_HUMAN	TMED8	Protein TMED8	2	2	4629.12	3489.86	5697.6	7052.46	4620.88	4860.58	4835.03	4785.27	4733.83	5187.65	3547.31	5751.42	5533.2	4002.53	5129.37	5662.28
Q6Q547	NOP10_YEAST	NOP10	H/ACA ribonucleoprotein complex subunit NOP10	1	1	6916.69	7199.1	9299.3		6030.36		5475.31	9591.63		4520.12	7113.24	4182.07	5630.14	5851.93	8584.21	3602.72
Q6QNY0	BL1S3_HUMAN	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3	3	3	2724.9	2767.23	3292.19	4180.49	3166.83	3457.15	3017.86	2700.87	3488.6	3580.78	2735.1	2661.45	2970.2	2324.24	2670.75	4440.44
Q6QNY1	BL1S2_HUMAN	BLOC1S2	Biogenesis of lysosome-related organelles complex 1 subunit 2	4	4	12511.2	11734.1	9966.68	12192.3	10104.1	11989.1	13670.5	12351.4	13128.4	10485	9952.46	12025.2	11596.8	12873.1	12267.5	10483.3
Q6RFH5	WDR74_HUMAN	WDR74	WD repeat-containing protein 74	12	12	9842.32	10503.7	9689.64	9509.57	9792.68	10037.1	10439.1	10188.1	10324.3	9833.18	10758.9	10455.5	11014.6	11010.9	10432.3	9216.42
Q6SPF0	SAMD1_HUMAN	SAMD1	Sterile alpha motif domain-containing protein 1	3	3	4297.44	4328.49	5614.29	4395.31	5024.89	5665.81	4524.68	4944.2	4054.96	4868.63	4470.56	3991.22	4125.98	3882.1	3992.35	3937.58
Q6UB35	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	19	18	17319.7	17482.7	16844.7	16057.5	18892.5	16886.9	18168.4	16392.7	17061.2	15763.6	16937.1	17005.7	17075	17784.5	16921	17123.9
Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	6	6	29736.6	30421.2	24755.5	28386.3	28877.1	29103.5	28708.6	28179.9	32741.3	30550.2	29495.5	28666.6	28533.5	32180.2	32121.3	31322.7
Q6UVJ0	SAS6_HUMAN	SASS6	Spindle assembly abnormal protein 6 homolog	4	4	5340.59	3704.6	4895.52	6181.96	4969.4	4156.88	4005	5081.82	5712.6	5204.08	5873.5	5712.94	5599.3	5172.61	4699.79	7654.18
Q6UW78	UQCC3_HUMAN	UQCC3	Ubiquinol-cytochrome-c reductase complex assembly factor 3	2	2	12371.3		11306.3		10304.6	11852.4	12826.3	13207.5	16573.8	15511.3	16604.3	12162.4	13302.6	11879		14213.5
Q6UWE0	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1	4	4	6403.46	6367.44	6259.02		5280.86	6472.39	4569.94	4490.81	5234.75	5185.73	1962.04	3400.74	4322.24	3008.98	3279.12	3345.52
Q6UWP2	DHR11_HUMAN	DHRS11	Dehydrogenase/reductase SDR family member 11	9	9	9001.52	8459.59	8583.97	7757.33	10108.1	8111.23	8406.34	8336.57	10063.2	8636.33	9784.73	8696.54	8536.23	8833.61	9115.9	9659.05
Q6UX04	CWC27_HUMAN	CWC27	Spliceosome-associated protein CWC27 homolog	5	5	10286.2	7915.85	8000	9487.71	8459.81	8858.96	8895.36	9356.79	8597.43	8211.86	8983.44	8652.26	8432.35	8489	9657.31	8528.17
Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82	11	11	19047	19003.5	18882.7	20599.9	19832.9	19222.3	20201	21186.4	22273.6	22050.7	21175.2	20112.5	20790.4	21412.3	20995.3	22111.5
Q6UXV4	MIC27_HUMAN	APOOL	MICOS complex subunit MIC27	4	4	9897.4	7524.83	8837.86	6439.88	7668.32	7734.43	8304.14	8710.31	8222.3	6619.04	7123.8	6955.97	6211.35	7750.15	7319.54	8387.96
Q6VMQ6	MCAF1_HUMAN	ATF7IP	Activating transcription factor 7-interacting protein 1	2	2		1638.59			2485.28		3999.32	1908.79		2107.45	2433.84	2783.71		1756.76	3622.12	2246.82
Q6VN20	RBP10_HUMAN	RANBP10	Ran-binding protein 10	1	1		1245.24			1187.46	1394.83		2071.41		1221.72			1408.38	1144.65		
Q6VY07	PACS1_HUMAN	PACS1	Phosphofurin acidic cluster sorting protein 1	1	1	10439.2											8746.67				
Q6W2J9	BCOR_HUMAN	BCOR	BCL-6 corepressor	5	4	9185.51	9122.58	7534.1	5787.25	5615.72	9373.11	8431.77	6855.25	7335.22	5089.85		6202.08	9174.01	3384.11	4788.01	7418.39
Q6WKZ4	RFIP1_HUMAN	RAB11FIP1	Rab11 family-interacting protein 1	7	6	7001.65	6852.21	8908.68	6936.39	8276.1	8597.68	6468.25	7768.95	7749.63	7999.1	7808.48	8248.13	6947.63	6462.56	7674.04	8075.19
Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	2	2	10831.6	9588.1	9610.69	10398.7	10815.3	8680.25	10013.4	10335.4	8395.2	8393.41	7848.82	8744.65	8650.03	8755.76	7790.54	7121.21
Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	16	15	12901.4	14260.9	14177.4	15856.1	13200.1	14676.7	14485.5	15117.6	14017.6	15318.4	14433.9	14280.7	13083.3	13528.2	13462.6	13883.5
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	11	11	22651.8	19480	19640.2	20432.3	22094	20235	20050.5	19490.9	18820.9	18526.6	19571.8	18059.5	18281.4	17327	19158.3	19091.2
Q6YP21	KAT3_HUMAN	KYAT3	Kynurenine--oxoglutarate transaminase 3	7	7	11009.3	9068.23	10093.9	9933.06	10403.1	8670.58	8243.4	10483.4	8645.98	8690.64	8494.65	7971.14	8539.14	9171.76	8186.75	9582.51
Q6ZN17	LN28B_HUMAN	LIN28B	Protein lin-28 homolog B	4	4	9709.04	8757.85	8201.53	9324.44	8182.18	8550.48	9056.34	7845.87	8973.57	9258.89	8121.57	9064.69	8622.98	8547.86	9263.54	9597.01
Q6ZNA5	FRRS1_HUMAN	FRRS1	Ferric-chelate reductase 1	1	1		23309.7					18247.2		16666.2			16588		19055.4	17782.4	
Q6ZRS2	SRCAP_HUMAN	SRCAP	Helicase SRCAP	1	1		1546.86		1682.24	1518.96	1294.15		1579.88	1148.63	1308.82	1875.94	1776.81	2008.02	1790.13	2072.08	1486.52
Q6ZSJ8	CA122_HUMAN	C1orf122	Uncharacterized protein C1orf122	1	1	11962.8	11604.2	13410.8	15401.2	14587.9	13095.1	12714	13463.5	12039.7	11622.1	11925.6	9705.98	11771.1	11651.7	11291.8	11240.7
Q6ZT12	UBR3_HUMAN	UBR3	E3 ubiquitin-protein ligase UBR3	4	4	3985.84	3508.07	3832.2	4234.19	3261.69		3435.88	3390.93	3550.36	2630.43	3590.96	3302.08	3179.83	3300.23	3536.75	3696.01
Q6ZUT1	NKAP1_HUMAN	NKAPD1	Uncharacterized protein NKAPD1	3	3	2438.51	2579.48	3814.8	2367.69	2998.92	1875.86	2318.52	5033.08	1965.27	3967.36	2446.33	2696.81	3360.8	3371.79	2368.85	4381.25
Q6ZW49	PAXI1_HUMAN	PAXIP1	PAX-interacting protein 1	3	3	3792.36		4120.23	4456.99	6170.9	5023.76	3774.71		3078.47	4719.16	4664.59	5140.77	2049.8	3882.1	3497.23	5296.8
Q6ZWJ1	STXB4_HUMAN	STXBP4	Syntaxin-binding protein 4	4	4	12970.1	11712.4	13379	12369.3	13027.9	11817.7	11297.8	9990.26	13927.8	10816	9622	10060.8	10017.2	11510.7	12955.1	12230.1
Q70CQ2	UBP34_HUMAN	USP34	Ubiquitin carboxyl-terminal hydrolase 34	2	2			1059.43		1437.17			1221.26				1046.51	1382.05			
Q70J99	UN13D_HUMAN	UNC13D	Protein unc-13 homolog D	11	11	11670.2	11380.8	12289.7	13928.7	12036	10825.1	11980.2	13488.1	12874.7	14065.1	12439.1	11476.4	12955.3	13132.7	11577.7	12912
Q712K3	UB2R2_HUMAN	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	2	2	12848.4	10849.5	9728.02	11664.1	11115.4	9598.56	9928.16	11345.8	9900.06	9198.51	8233.35	10534.2	9820.31	8956.85	8623.37	10622.7
Q71F23	CENPU_HUMAN	CENPU	Centromere protein U	1	1	3915.89	2286.69	1894.51	2462.54		2198.39	2422.79	1314.13	2164.66	2631.38	2018.53	2714.29	2025.02	3080.22	2131.2	1902.64
Q71RC2	LARP4_HUMAN	LARP4	La-related protein 4	14	13	16827.4	17299.1	16728.9	17825.8	15245	16874.4	16495.3	16952.9	16746.9	18390.2	16015.1	16914.3	16128.6	15915.6	16287.5	16870.1
Q71SY5	MED25_HUMAN	MED25	Mediator of RNA polymerase II transcription subunit 25	1	1	2763.26	3321.6	2098.07	1839.07	3529.85	3054.55	2047.62		1474.68	1746.03	1020.43	1970.17	1928.79	2793.24	1886.81	2667.47
Q71UM5	RS27L_HUMAN	RPS27L	Ribosomal protein eS27-like	1	1	26933.5	32181.5	29875.8	31443.7	35158	25241.5	31971.5	35064.6	32705	30869.3	32834.7	32477.2	32307.4	30593.8	28659	30297.4
Q75N03	HAKAI_HUMAN	CBLL1	E3 ubiquitin-protein ligase Hakai	2	2		3180.1	2761.56	3315.18	1816.02	2722.36	2804.9	2480.2	2522.93	2790.49	3179.52	2727.83	2779	3335.51	3344.4	3665.79
Q76FK4	NOL8_HUMAN	NOL8	Nucleolar protein 8	18	18	26856.3	26344.4	29667	29471.1	31965.9	24258.3	28918	32592.6	28366.2	30739.1	28833.9	26990.9	30902.7	29784.1	30394.5	29741.3
Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6	28	28	11147	10761.6	10598	10396.9	10605.6	10588	9751.32	10555.4	10873.8	10955.3	10422.1	10410.5	10208.1	10246.4	10835.7	10342.9
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	50	50	116895	113880	111604	111690	110937	112273	116280	118544	113602	112999	110082	111086	116447	112022	117081	114875
Q7KZI7	MARK2_HUMAN	MARK2	Serine/threonine-protein kinase MARK2	1	1			9986.59		4321.04		8070.62	4606.38		6603.44	6294.86		4814.58			
Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	31	30	59766.9	58554.2	56319.1	55424.3	56284.6	58194.1	56706.8	54011.4	56705.4	54538.4	55146.5	54890.4	55302.4	53683.9	53760.8	56522.7
Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	15	15	43447.6	45612.8	41579.7	40029.9	40840.2	40249.4	42366.7	43194.4	41539	42320	40329.4	42265.8	43994.8	44485.3	42828.7	42186.6
Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2	12	12	42741.7	39843.8	38591.1	37526.6	39907.7	36055.2	40229.9	41157.7	37441.6	38363.9	39487.4	38512.7	38199.3	41495.6	36971.2	38437.2
Q7L1S5	CHST9_HUMAN	CHST9	Carbohydrate sulfotransferase 9	1	1			5240.53			4155.56	5016.34	3936.09	4082.86						5975.43	
Q7L266	ASGL1_HUMAN	ASRGL1	Isoaspartyl peptidase/L-asparaginase	1	1		1325.66		2827.62	3632.3		1603.01				2002.35	2554.56			2393.88	2046.94
Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30	27	27	18768.9	18572.8	17900.6	17621.4	17589.4	18138.8	17349.8	19104.2	18693.4	19068.6	18664.3	18044.8	18498.8	18488.4	18181.3	17639.6
Q7L2H7	EIF3M_HUMAN	EIF3M	Eukaryotic translation initiation factor 3 subunit M	10	10	9234.9	8313.09	8730.23	11038.6	9602.89	8965.38	8149.07	8217.04	8620.02	7539.53	8826.08	8072.22	9706.98	9828.34	10332.2	10330.7
Q7L2J0	MEPCE_HUMAN	MEPCE	7SK snRNA methylphosphate capping enzyme	8	8	14909.3	13138.1	13149.6	14616.5	12523.2	13867.8	13545.6	12955.1	12964.1	13074.3	12511.1	13607.3	12936.8	13296.4	13616.9	13439.3
Q7L2Z9	CENPQ_HUMAN	CENPQ	Centromere protein Q	3	3	7300.12	8914.03	5070.47	7148.9	7704.85	6965.3	5050.38	6259.32	5589.48	7383.25	6996.47	7268.79	6887.03	4208.22	6720.88	6617.06
Q7L4I2	RSRC2_HUMAN	RSRC2	Arginine/serine-rich coiled-coil protein 2	4	4	20736.1	21093.4	15935.3	17897.9	15696.4	19120	19504.4	19344.1	23203.3	21408.4	23433.8	19836.6	19696.7	19291.8	20484.4	20333.7
Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	14	8	8361.5	8206.98	7550.77	7930.43	7816.41	7923.33	8521.84	7932.06	7579.16	6887.47	8465.1	7110.71	7747.23	8223.94	8454.66	7207.9
Q7L591	DOK3_HUMAN	DOK3	Docking protein 3	1	1	1102.3		1278.52	508.599	947.081	1318.5	1441.3	1415.38	616.502	1258.85	1423.39	1084.32	602.05	965.7	1168.62	579.069
Q7L5D6	GET4_HUMAN	GET4	Golgi to ER traffic protein 4 homolog	2	2	6162.87	5687.35	5215.5	5044.96	5475.84	6217.4	5916.16	6991.86	6509.12	5232.99	6430.07	4423.73	5603.51	6553.2	6844.59	6560.33
Q7L5N1	CSN6_HUMAN	COPS6	COP9 signalosome complex subunit 6	7	7	19484.7	14694	18089.5	17209	18381.2	15634.9	16554.8	18829.8	16904.1	18175.4	16784.6	17895.1	16807.1	16630.7	17895.8	15417
Q7L5Y9	MAEA_HUMAN	MAEA	E3 ubiquitin-protein transferase MAEA	6	6	7741.85	8325.81	8654.97	8961.64	7408.45	8004.77	8262.87	7684.8	7518.92	6695.01	7543.63	6743.91	7036.59	6434.76	7428.48	8676.12
Q7L8W6	DPH6_HUMAN	DPH6	Diphthine--ammonia ligase	2	2															1545.87	
Q7L9L4;Q9H8S9	MOB1A_HUMAN;MOB1B_HUMAN	MOB1A;MOB1B	MOB kinase activator 1B	5	0	21096.1	23761.5	22385.2	21292.7	22870.8	22264.3	22892.5	25148	25284.5	26250.1	23280.7	23365.2	22952.7	23790.5	23345.4	22891.4
Q7LBC6	KDM3B_HUMAN	KDM3B	Lysine-specific demethylase 3B	18	16	18667.5	19318.8	17535.8	16858.1	18593.2	18818.1	18344.8	17633.1	17594.3	17267	17055	18416	17260	18403.6	17544.9	18042.9
Q7LBR1	CHM1B_HUMAN	CHMP1B	Charged multivesicular body protein 1b	1	1	20305.7	16408.9	19474.7	23319	19935.4	12286.2	16054.4	19225.5	18389.7	18958.3	19813.4	16385.8	16126.1	18046.1	13988.8	18736
Q7LG56	RIR2B_HUMAN	RRM2B	Ribonucleoside-diphosphate reductase subunit M2 B	1	1			8975.63		7250.19			7209.35	6402.49	11964.3		7502.16	5126.29	6226.59		
Q7LGA3	HS2ST_HUMAN	HS2ST1	Heparan sulfate 2-O-sulfotransferase 1	2	2	10067	9817.54	9460.35	10986.4	9853.46	9486.12	10032.9	9639.38	9739.27	12172	13434.5	11186.5	9656.37	9269.88	10474.5	12342.1
Q7RTV0	PHF5A_HUMAN	PHF5A	PHD finger-like domain-containing protein 5A	7	7	36806.2	27316.4	32171.6	34011.4	33567	31713.5	32412.5	31199.7	33862	33292.2	32394.3	29239.1	29501.2	31041.8	32693.1	31929.3
Q7Z2T5	TRM1L_HUMAN	TRMT1L	TRMT1-like protein	10	10	29708.7	29537.1	31180.1	29412.5	29836.5	28855.9	31898.9	29334.2	31313	28576.6	30548.8	29994.1	27509.9	31656	28266.8	30334.3
Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	26	26	78700	74881.8	77198.5	79399.5	80454.6	81284.3	81100.3	85171.2	74861.6	75025.7	73260.2	75569	80586.6	74245.7	87670.3	83049.3
Q7Z2W9	RM21_HUMAN	MRPL21	Large ribosomal subunit protein bL21m	2	2	6627.35	4994.83	6722.57	7547	6164.26	6637.87	6398.8	7345.43	5893.55	5939.6	5822.97	5398.39	5955.83	6612.86	5929.25	6293.35
Q7Z2Z2	EFL1_HUMAN	EFL1	Elongation factor-like GTPase 1	2	2				5800	5030.34			6931.51	3783.33				6388.93	3923.28	5122.36	6263.95
Q7Z392	TPC11_HUMAN	TRAPPC11	Trafficking protein particle complex subunit 11	1	1	8475.89	5641.1	9776.21	8392.42	10552.9		4651.9	8971.23	3687.1	6064.61		7757.92	4615.07	6501.53	7602.57	5886.96
Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54	18	18	19601	18185.3	18051.2	19102.1	19041.6	18018.2	18881	19729.3	19608.1	20133.6	20420.2	20813.6	19948	19581	19660.8	19081.8
Q7Z3J2	VP35L_HUMAN	VPS35L	VPS35 endosomal protein-sorting factor-like	2	2					4986.03			2563.59	7118.9		8432.65					3412.09
Q7Z3K3	POGZ_HUMAN	POGZ	Pogo transposable element with ZNF domain	6	6	6491.9	5976.21	5000.86	5846.35	4666.4	4209.24	5664.66	5157.38	5366.56	5497.13	5517.94	5899.94	5100.05	5213.69	4881.38	5022.85
Q7Z3T8	ZFY16_HUMAN	ZFYVE16	Zinc finger FYVE domain-containing protein 16	1	1			5535.11			7441.14	8170.61	7101.37	4695.16	3048.32	5560.18		5337.35	4377.56	3025.37	7857.52
